id   name                                                      description                        country_iiata_codeicao_codelatitude longitude elevatio
 4341Liberal Muni                                              Liberal                                   17LBL      KLBL     37.04422 -100.95986    2885
 4342Lamar Muni                                                Lamar                                     17LAA      KLAA     38.06969 -102.6885     3706
 4343Renner Fld                                                Goodland                                  17GLD      KGLD     39.37062 -101.69899    3656
 4344Yellowstone Rgnl                                          Cody                                      17COD      KCOD     44.52019 -109.02381    5102
 4345Hovden                                                    Orsta-Volda                               30HOV      ENOV     62.18    6.0742         242
 4346RNAS WATTON                                               WATTON                                    20         EGYR     52.33    0.51           173
 4347ISLES OF SCILLY                                           ST MARY\\'S                               20ISC                49919.00-6.3075         70
 4348Springfield Branson Natl                                  Springfield                               17SGF      KSGF     37.24567 -93.38864     1268
 4349Framnes                                                   Narvik                                    30NVK      ENNK     68.43583 17.38806        97
 4350Berlevag                                                  Berlevag                                  30BVG      ENBV     70.86667      29.00      43
 4351Fornebu                                                   Oslo                                      30FBU      ENFB     59.88333 10.61667        56
 4352Alykel                                                    Norilsk                                  191NSK      UOOO     69.31105 87.33218       595
 4353Vityazevo                                                 Anapa                                    191AAQ      URKA     45.0021  37.34727       174
 4354Joplin Rgnl                                               Joplin                                    17JLN      KJLN     37.15181 -94.49827      981
 4355Lehigh Valley Intl                                        Allentown                                 17ABE      KABE     40.65208 -75.44081      393
 4356NW Arkansas Regional                                      Bentonville                               17XNA      KXNA     36.28187 -94.30681     1287
 4357Atyrau                                                    Atyrau                                   188GUW      UATG     47.12194 51.82139         0
 4358Kzyl-Orda                                                 Kzyl-Orda                                188KZO      UAOO      44709.00  65591.00       0
 4359South Bend Rgnl                                           South Bend                                17SBN      KSBN     41.70866 -86.31725      799
 4360Bykovo                                                    Moscow                                   191BKA      UUBB     55.61722 38.06          427
 4361Chintheche                                                Chintheche                                57         FWCC     -11.8333 34.1667          0
 4362Talagi                                                    Arkhangelsk                              191ARH      ULAA     64.36028 40.43017        19
 4363Central                                                   Saratov                                  191RTW      UWSS     51.33437 46.02295       152
 4364Novyi Urengoy                                             Novy Urengoy                             191NUX      USMU     66.04181 76.31394        20
 4365Noyabrsk                                                  Noyabrsk                                 191NOJ      USRO     63.11008 75.16224        20
 6508Washington Union Station                                  Washington                                17ZWU               38.89746 -77.00643       76
 4367Aktau                                                     Aktau                                    188SCO      UATE     43.86005 51.09198        21
 4368Ukhta                                                     Ukhta                                    191UCT               63.3403  53.48259       100
 4369Usinsk                                                    Usinsk                                   191USK               66.00077 57.22111        20
 4370Pechora                                                   Pechora                                  191PEX               65.07039 57.08204        20
 4371Naryan-Mar                                                Naryan-Mar                               191NNM      ULAM     67.38054 53.05102        20
 4372Kresty                                                    Pskov                                    191PKV      ULOO     57.78392 28.39561       154
 4373Kogalym International                                     Kogalym                                  191KGP      USRK     62.18    74.53          220
 4374Emelyanovo                                                Krasnoyarsk                              191KJA      UNKL     56.18      92475.00     940
 4375Sary-Arka                                                 Karaganda                                188KGF      UAKK     49.67083 73.33444      1765
 4376Severny                                                   Novosibirsk                              191         UNCC     55.1     82.9           560
 4377Uraj                                                      Uraj                                     191URJ      USHU     60.1     64.83          186
 4378Turkmenabat                                               Turkmenabat                              160CRZ               39.08333 63.60222       630
 4379Yuzhny                                                    Ivanovo                                  191IWA      UUBI     56.93944 40.94083       410
 4380Changchun                                                 Changchun                                215CGQ      ZYCC     43.5412  125.1201       227
 4381Niigata                                                   Niigata                                  157KIJ      RJSN     37.5711  139.0646         1
 4382Johnston Atoll                                            Johnston Island                          233JON      PJON     16.7286  -169534.00       7
 4383Smith Fld                                                 Fort Wayne IN                             17SMD      KSMD     41.14335 -85.15278      834
 4384Arcata                                                    Arcata CA                                 17ACV      KACV     40.97811 -124.10861     221
 4385Camp Mabry Austin City                                    Austin TX                                 17ATT      KATT     30.31666 -97.7666         0
 4386Albert J Ellis                                            Jacksonville NC                           17OAJ      KOAJ     34.82916 -77.61214       94
 4387Tuscaloosa Rgnl                                           Tuscaloosa AL                             17TCL      KTCL     33.22063 -87.6114       170
 4388Dubuque Rgnl                                              Dubuque IA                                17DBQ      KDBQ      42402.00-90.70947     1076
 4389Forde Bringeland                                          Forde                                     30FDE                61392.00   5763.00    1034
 4390Shun Tak Heliport                                         Hong Kong                                200         VHST     22.28937 114.15215       10
 6092Poliarny Airport                                          Yakutia                                  191PYJ      UERP     66.40043 112.03032     1660
 6090Nakhchivan Airport                                        Nakhchivan                               190NAJ      UBBN     39.1888  45.4584       2863
 6089Ganja Airport                                             Ganja                                    190KVD      UBBG     40.7377  46.3176       1083
 6804Torp                                                      Sandefjord                                30                  59.1867  10.25863       286
 6086Ust Kamenogorsk Airport                                   Ust Kamenogorsk                          188UKK      UASK     50.0366  82.4942        939
 6084Petropavlosk South Airport                                Petropavlosk                             188PPK      UACP     54.7747  69.1839        453
 6078Les Bases Airport                                         Grand Bourg                              177GBJ      TFFM     15.86875 -61.27002       16
 6077St-François Airport                                       St-François                              177SFC      TFFC     16.2578  -61.2625        10
 6074Codrington Airport                                        Codrington                               173BBQ      TAPH     17.6358  -61.8286        15
 6073Ji-Paraná Airport                                         Ji-Paraná                                161JPR      SWJI     -10.8708 -61.8465       598
 6071Escuela Mariscal Sucre Airport                            Maracay                                  171MYC      SVBS     10.24998 -67.64942     1338
 6068Maria Reiche Neuman Airport                               Nazca                                    169NZA      SPZA     -14.85419-74.96181     1860
 6066Mayor General FAP Armando Revoredo Iglesias Airport       Cajamarca                                169CJA      SPJR     -7.13918 -78.4894      8781
 6064Gatokae Airport                                           Gatokae                                  226GTA               -8.75    158.2            0
 6063Boorama Airport                                           Boorama                                   73BXX                 9933.0043.15            0
 6062Mucuri Airport                                            Mucuri                                   161MVS      SNMU     -18.0489 -39.8642       276
 6061Zorg en Hoop Airport                                      Paramaribo                               167ORG      SMZO     5.81108  -55.1907        10
 6059Reyes Airport                                             Reyes                                    166REY      SLRY     -14.3044 -67.3534       935
 6057Puerto Rico Airport                                       Puerto Rico/Manuripi                     166PUR      SLPR     -11.1077 -67.5512       597
 6055El Alcaraván Airport                                      Yopal                                    165EYP      SKYP     5.31911  -72.38398     1028
 6047General Rivadeneira Airport                               Esmeraldas                               163ESM      SETN     0.97852  -79.6266        32
 6043Pucón Airport                                             Pucon                                    162ZPC      SCPC     -39.2928 -71.9159       853
 6041Toledo Airport                                            Toledo                                   161TOW      SBTD     -24.6863 -53.6975      1843
 6040Santa Maria Airport                                       Santa Maria                              161RIA      SBSM     -29.71136-53.68815      287
 6036Chapada Diamantina Airport                                Lençóis                                  161LEC      SBLE     -12.4823  -41277.00    1676
 6805Goulburn Airport                                          Goulburn                                 126GUL      YGLB     -34.8103  149726.00    2141
 6034Orlando Bezerra de Menezes Airport                        Juazeiro Do Norte                        161JDO      SBJU     -7.21896 -39.2701      1392
 6032Santa Teresita Airport                                    Santa Teresita                           139SST      SAZL     -36.54232-56.72176        9
 6031Gobernador Gregores Airport                               Gobernador Gregores                      139GGS      SAWR     -48.7831 -70.15         356
 6029Antoine De St Exupery Airport                             San Antonio Oeste                        139OES      SAVN     -40.7512 -65.0343        85
 6028Las Heras Airport                                         Las Heras                                139LHS      SAVH     -46.53306-68.95111     1082
 6027General Enrique Mosconi Airport                           Tartagal                                 139TTG      SAST     -22.61917-63.79319     1472
 6025Masbate Airport                                           Masbate                                  159MBT      RPVJ     12.3694   123629.00      26
 6024Catarman National Airport                                 Catarman                                 159CRM      RPVF     12.50242 124.63578        6
 6013Jolo Airport                                              Jolo                                     159JOL      RPMJ     6.05367   121011.00     118
 6012Camiguin Airport                                          Camiguin                                 159CGM      RPMH     9.25352   124707.00      53
 6010Cuyo Airport                                              Cuyo                                     159CYU      RPLO     10.8581   121069.00       0
 6008Cheongju International Airport                            Chongju                                  158CJJ      RKTU     36.7166  127.49912      191
 6007Sacheon Air Base                                          Sacheon                                  158HIN      RKPS     35.08854 128.07037       25
 6005Wonju Airport                                             Wonju                                    158WJU      RKNW     37.43808 127.96038      329
 6004Mokpo Airport                                             Mokpo                                    158MPK      RKJM     34.75891 126.37987       23
 6003Kunsan Air Base                                           Kunsan                                   158KUV      RKJK     35.90376 126.61591       29
 6002Miyakejima Airport                                        Miyakejima                               157MYE      RJTQ     34.0736  139.56          67
 6001Shonai Airport                                            Shonai                                   157SYO      RJSY     38.81222 139.78722       86
 6000Odate Noshiro Airport                                     Odate Noshiro                            157ONJ      RJSR     40.1919   140371.00     292
 5999Fukushima Airport                                         Fukushima                                157FKS      RJSF     37.2274   140431.00    1221
 5998Iwami Airport                                             Iwami                                    157IWJ      RJOW     34.6764  131.79         184
 5997Nagoya Airport                                            Nagoya                                   157NKM      RJNA      35255.00 136924.00      52
 5996Saga Airport                                              Saga                                     157HSG      RJFS     33.1497   130302.00       6
 5995Okadama Airport                                           Sapporo                                  157OKD      RJCO     43.1161  141.38          25
 5994Kushiro Airport                                           Kushiro                                  157KUH      RJCK      43041.00 144193.00     327
 5993Matsu Beigan Airport                                      Matsu Islands                            156MFK      RCMT     26.22415 120.00275       41
 5992Hengchun Airport                                          Hengchun                                 156HCN      RCKW     22.04108 120.73021       46
 5991Matsu Nangan Airport                                      Matsu Islands                            156LZN      RCFG     26.1598   119958.00     232
 5990Eniwetok Airport                                          Eniwetok Atoll                           152ENT      PKMA     11.34075 162.32786       13
 5989Kalaupapa Airport                                         Molokai                                   17LUP      PHLU      21211.00-156974.00      24
 5988El Nido Airport                                           El Nido                                  159ENI                11202.00 119417.00       0
 5987Wipim Airport                                             Wipim                                      1WPM               -8.78822  142882.00     173
 5986Baimuru Airport                                           Baimuru                                    1VMU               -7.49686 144.82          27
 5985Nuku Airport                                              Nuku                                       1UKU                -3667.00 142483.00     750
 5984Tufi Airport                                              Tufi                                       1TFI               -9.07595 149.32          85
 5983Suki Airport                                              Suki                                       1SKC                -8033.00 141717.00      24
 5982Balimo Airport                                            Balimo                                     1OPU               -8.05     142933.00      51
 5981Obo Airport                                               Obo                                        1OBX                -7583.00 141317.00      29
 5980Losuia Airport                                            Losuia                                     1LSA               -8.50582  151081.00      27
 5979Londolovit Airport                                        Londolovit                                 1LNV               -3.04361  152629.00     167
 5978Lake Murray Airport                                       Lake Murray                                1LMY               -7.00992  141494.00      52
 5977Kamusi Airport                                            Kamusi                                     1KUY               -7.42035  143122.00       0
 5976Kokoda Airport                                            Kokoda                                     1KKD               -8.88468  147731.00    1240
 5975Kandrian Airport                                          Kandrian                                   1KDR                -6183.00 149533.00     280
 5974Jacquinot Bay Airport                                     Jacquinot Bay                              1JAQ               -5.6525   151507.00     136
 5973Nissan Island Airport                                     Nissan Island                              1IIS               -4.49972  154226.00      52
 5972Ihu Airport                                               Ihu                                        1IHU               -7.89756  145396.00      47
 5971Gasmata Island Airport                                    Gasmata Island                             1GMI               -6.27111  150331.00      23
 5970Tadji Airport                                             Aitape                                     1ATP               -3.18985 142.43          48
 5969Wrangell Airport                                          Wrangell                                  17WRG      PAWG     56.4843  -132.37         44
 5968Chevak Airport                                            Chevak                                    17VAK      PAVA     61.5338  -165584.00      75
 5967Aniak Airport                                             Aniak                                     17ANI      PANI     61.5816  -159543.00      88
 5966Mountain Village Airport                                  Mountain Village                          17MOU      PAMO     62.0954  -163682.00     337
 5965McGrath Airport                                           Mcgrath                                   17MCG      PAMC     62.9529  -155606.00     338
 5964Kalskag Airport                                           Kalskag                                   17KLG      PALG     61.5363  -160341.00      55
 5963Haines Airport                                            Haines                                    17HNS      PAHN     59.2438  -135524.00      15
 5962Holy Cross Airport                                        Holy Cross                                17HCR      PAHC     62.1883  -159775.00      70
 5961Skagway Airport                                           Skagway                                   17SGY      PAGY     59.4601  -135316.00      44
 5960Gustavus Airport                                          Gustavus                                  17GST      PAGS     58.4253  -135707.00      34
 5959Adak Airport                                              Adak Island                               17ADK      PADK      51878.00-176646.00      18
 5958Sambu Airport                                             Boca de Sábalo                           114SAX                 8017.00-78.2           32
 5957Contadora Airport                                         Contadora Island                         114OTD               8.62876  -79.0347        14
 5956EL Real Airport                                           El Real                                  114ELE                 8133.00-77.7           57
 5955Bahia Piña Airport                                        Bahia Piña                               114BFQ                 7583.00-78.2           14
 5954Sayun International Airport                               Sayun Intl                               223GXF      OYSY     15.96611 48.7883       2097
 5953Kamishly Airport                                          Kamishly                                 148KAC      OSKL     37.02062 41.19139      1480
 5952Sulaymaniyah International Airport                        Sulaymaniyah                             147ISU      ORSU     35.5608  45.3147       2494
 5951Turbat International Airport                              Turbat                                   146TUK      OPTU     25.98637 63.03017       498
 5950Sehwan Sharif Airport                                     Sehwan Sharif                            146SYW      OPSN     26.4731  67.7172        121
 5949Skardu Airport                                            Skardu                                   146KDU      OPSD     35.33551 75.53605      7316
 5948Parachinar Airport                                        Parachinar                               146PAJ      OPPC     33.9021  70.0716       5800
 5947Ormara Airport                                            Ormara Raik                              146ORW      OPOR     25.2747    64586.00      10
 5946Khuzdar Airport                                           Khuzdar                                  146KDD      OPKH     27.7906  66.6473       4012
 5945Hyderabad Airport                                         Hyderabad                                146HDD      OPKD     25.3181  68.3661        130
 5944Jiwani Airport                                            Jiwani                                   146JIW      OPJI     25.0678  61.8054        186
 5943Dera Ismael Khan Airport                                  Dera Ismael Khan                         146DSK      OPDI     31.90942 70.89664       594
 5942Dera Ghazi Khan Airport                                   Dera Ghazi Khan                          146DEA      OPDG     29.96101 70.48592       492
 5941Dalbandin Airport                                         Dalbandin                                146DBA      OPDB     28.8783  64.3998       2800
 5940Chitral Airport                                           Chitral                                  146CJL      OPCH     35.88659 71.80058      4920
 5939Bahawalpur Airport                                        Bahawalpur                               146BHV      OPBW     29.3481  71.71798       392
 5938Bannu Airport                                             Bannu                                    146BNP      OPBN     32.9729  70.5279       1325
 5937Al Ain International Airport                              Al Ain                                   144AAN      OMAL     24.26167 55.60917       869
 5936Uromiyeh Airport                                          Uromiyeh                                 138OMH      OITR     37.6681  45.0687       4343
 5935Ardabil Airport                                           Ardabil                                  138ADU      OITL     38.32568 48.42436      4315
 5934Lar Airport                                               Lar                                      138LRR      OISL     27.67472 54.38328      2641
 5933Sari Dasht E Naz Airport                                  Dasht-e-naz                              138SRY      OINZ     36.63583 53.19361        35
 5932Noshahr Airport                                           Noshahr                                  138NSH      OINN     36.66333 51.46472       -61
 5931Sabzevar National Airport                                 Sabzevar                                 138AFZ      OIMS     36.16808 57.59518      3010
 5930Bojnourd Airport                                          Bojnourd                                 138BJB      OIMN     37.49296 57.30822      3499
 5929Rafsanjan Airport                                         Rafsanjan                                138RJN      OIKR     30.29771 56.05114      5298
 5928Bam Airport                                               Bam                                      138BXR      OIKM     29.08417 58.45004      3231
 5927Khoram Abad Airport                                       Khorram Abad                             138KHD      OICK     33.43538 48.28289      3782
 5926Wadi Al Dawasir Airport                                   Wadi-al-dawasir                          137EWD      OEWD     20.50428 45.19956      2062
 5925Al-Jawf Domestic Airport                                  Al-Jawf                                  137AJF      OESK     29.78513 40.10001      2261
 5924Dawadmi Domestic Airport                                  Dawadmi                                  137DWD      OEDW     24.5     44.4          3429
 6506Saul Airport                                              Saul                                     168XAU      SOOS     3.61361  -53.2042       656
 5922Faizabad Airport                                          Faizabad                                 135FBD      OAFZ     37.1211  70.5181       3872
 5921Île des Pins Airport                                      Île des Pins                             132ILP      NWWE     -22.5889  167456.00     315
 5920Belep Islands Airport                                     Waala                                    132BMY      NWWC     -19.7206  163661.00     306
 5919Tiga Airport                                              Tiga                                     132TGJ      NWWA     -21.0961  167804.00     128
 5918Ipota Airport                                             Ipota                                    131IPA      NVVI     -18.8783  169308.00      23
 5917Futuna Airport                                            Futuna Island                            131FTA      NVVF     -19.5164  170232.00       0
 5916Dillon's Bay Airport                                      Dillon's Bay                             131DLY      NVVD     -18.7694  169001.00     538
 5915Aniwa Airport                                             Aniwa                                    131AWD      NVVB     -19.24    169605.00      69
 5914Anelghowhat Airport                                       Anelghowhat                              131AUY      NVVA     -20.2492  169771.00       7
 5913North West Santo Airport                                  Olpoi                                    131OLZ      NVSZ     -14.8817  166558.00       0
 5912Southwest Bay Airport                                     Malekula Island                          131SWJ      NVSX     -16495.00 167438.00       0
 5911Valesdir Airport                                          Valesdir                                 131VLS      NVSV     -16.7961  168177.00      10
 5910Uléi Airport                                              Ambryn Island                            131ULB      NVSU     -16333.00 168283.00       0
 5909Tongoa Island Airport                                     Tongoa Island                            131TGH      NVST     -16.8911  168551.00     443
 5908Santo Pekoa International Airport                         Santo                                    131SON      NVSS     -15.50503167.21974      184
 5907Redcliffe Airport                                         Redcliffe                                131RCL      NVSR     -15472.00 167835.00      36
 5906Gaua Island Airport                                       Gaua Island                              131ZGU      NVSQ     -14.2181  167587.00       0
 5905Norsup Airport                                            Norsup                                   131NUS      NVSP     -16.0797  167401.00      23
 5904Lonorore Airport                                          Lonorore                                 131LNE      NVSO     -15.8656  168172.00      43
 5903Naone Airport                                             Maewo Island                             131MWF      NVSN        -15.00 168083.00       0
 5902Lamen Bay Airport                                         Lamen Bay                                131LNB      NVSM     -16.5842  168159.00       7
 5901Lamap Airport                                             Lamap                                    131LPM      NVSL     -16454.00 167823.00       7
 5900Tavie Airport                                             Paama Island                             131PBJ      NVSI     -16439.00 168257.00       0
 5899Sara Airport                                              Pentecost Island                         131SSR      NVSH     -15.4708  168152.00       0
 5898Longana Airport                                           Longana                                  131LOD      NVSG     -15.3067  167967.00     167
 5897Craig Cove Airport                                        Craig Cove                               131CCV      NVSF     -16265.00 167924.00      69
 5896Sangafa Airport                                           Sangafa                                  131EAE      NVSE     -17.0903  168343.00       7
 5895Torres Airstrip                                           Loh/Linua                                131TOH      NVSD     -13328.00 166638.00       0
 5894Sola Airport                                              Sola                                     131SLH      NVSC     -13.8517  167537.00       7
 5893Mota Lava Airport                                         Ablow                                    131MTV      NVSA     -13666.00 167712.00      63
 5892Ua Huka Airport                                           Ua Huka                                  130UAH      NTMU     -8.93611 -139552.00     160
 5891Ua Pou Airport                                            Ua Pou                                   130UAP      NTMP     -9.35167 -140078.00      16
 5890Hiva Oa-Atuona Airport                                    Hiva-oa                                  130AUQ      NTMN     -9.76879 -139.01126    1481
 5889Ahe Airport                                               Ahe                                      130AHE      NTHE     -14.4281 -146257.00      11
 5888Apataki Airport                                           Apataki                                  130APK      NTGD     -15.5736 -146415.00       8
 5887Maota Airport                                             Savaii Island                            128MXS      NSMA     -13733.00-172.3           0
 5886Mountain Airport                                          Mountain                                 203MWP                   28.00  85333.00       0
 5885Pointe Vele Airport                                       Futuna Island                            127FUT      NLWF     -14.3114 -178066.00      20
 5884Niue International Airport                                Alofi                                    234IUE      NIUE     -19.08003-169.92564     209
 5883Vanua Balavu Airport                                      Vanua Balavu                             123VBV      NFVB     -17269.00-178976.00      76
 5882Kuini Lavenia Airport                                     Niuatoputapu                             124NTT      NFTP     -15.9767 -173755.00       0
 5881Mata'aho Airport                                          Angaha Niuafo'ou Island                  124NFO      NFTO     -15.5708 -175633.00     160
 5880Lifuka Island Airport                                     Lifuka                                   124HPA      NFTL     -19777.00-174341.00      31
 5879Kaufana Airport                                           Eua Island                               124EUA      NFTE     -21.3783 -174958.00     325
 5878Savusavu Airport                                          Savusavu                                 123SVU      NFNS     -16.8028  179341.00      17
 5877Rotuma Airport                                            Rotuma                                   123RTA      NFNR     -12.4825  177071.00      22
 5876Koro Island Airport                                       Koro Island                              123KXF      NFNO     -17.3458  179422.00     358
 5875Matei Airport                                             Matei                                    123TVU      NFNM     -16.6906 -179877.00      60
 5874Labasa Airport                                            Lambasa                                  123LBS      NFNL     -16.46675179.33986       44
 5873Lakeba Island Airport                                     Lakeba Island                            123LKB      NFNK     -18.1992 -178817.00     280
 5872Ngau Airport                                              Ngau                                     123NGI      NFNG     -18.1156 179.34          50
 5871Moala Airport                                             Moala                                    123MFJ      NFMO     -18.5667  179951.00      13
 5870Mana Island Airport                                       Mana Island                              123MNF      NFMA     -17.6731  177098.00       0
 5869Vunisea Airport                                           Vunisea                                  123KDV      NFKD     -19.0581  178157.00       6
 5868Malolo Lailai Island Airport                              Malolo Lailai Island                     123PTF      NFFO     -17.7779  177197.00      10
 5867Cicia Airport                                             Cicia                                    123ICI      NFCI     -17.7433 -179342.00      13
 5866Penrhyn Island Airport                                    Penrhyn Island                           122PYE      NCPY     -9.00667 -158037.00       8
 5865Mitiaro Island Airport                                    Mitiaro Island                           122MOI      NCMR     -19.8425 -157703.00      25
 5864Mauke Airport                                             Mauke Island                             122MUK      NCMK     -20.1361 -157345.00      26
 5863Manihiki Island Airport                                   Manihiki Island                          122MHX      NCMH     -10.3767 -161002.00       0
 5862Mangaia Island Airport                                    Mangaia Island                           122MGS      NCMG     -21.8956 -157905.00      45
 5861Atiu Island Airport                                       Atiu Island                              122AIU      NCAT     -19.9678 -158119.00      36
 5860Nassau Paradise Island Airport                            Nassau                                   120PID      MYPI      25083.00-77.3            0
 5859Colonel Hill Airport                                      Colonel Hill                             120CRI      MYCI     22.74556 -74.18235        5
 5858New Bight Airport                                         Cat Island                               120CAT      MYCB     24.31529 -75.45233        5
 5857Arthurs Town Airport                                      Arthur's Town                            120ATC      MYCA     24.62942 -75.67378       18
 5856Congo Town Airport                                        Andros                                   120COX      MYAK     24.15893 -77.58976       15
 5855Long Banga Airport                                        Long Banga                               209LBP               3.18495   115454.00     750
 5854Salina Cruz Naval Air Station                             Salina Cruz                              112SCX      MM57     16.2126  -95.2016        75
 5853Alberto Delgado Airport                                   Trinidad                                 118TND      MUTD     21.78846 -79.9972       125
 5852Cayo Coco Airport                                         Cayo Coco                                118CCC      MUOC     22.5132   -78511.00       6
 5851Port-de-Paix Airport                                      Port-de-Paix                             117PAX      MTPX     19.9336  -72.8486         9
 5850Jeremie Airport                                           Jeremie                                  117JEE      MTJE     18.6631  -74.1703       147
 5849Playa Samara Airport                                      Playa Samara                             115PLD      MRSR     10.25     -85417.00      10
 5848Tobias Bolanos International Airport                      San Jose                                 115SYQ      MRPV     9.95705  -84.1398      3287
 5847Puerto Jimenez Airport                                    Puerto Jimenez                           115PJM      MRPJ     8.53333  -83.3            7
 5845Islita Airport                                            Nandayure                                115PBP      MRIA     9.85611  -85.3708         7
 5844Cabo Velas Airport                                        Nicoya                                   115TNO      MRCV     10.3557  -85.85289       33
 5843Barra del Colorado Airport                                Pococi                                   115BCL      MRBC     10.76874 -83.58561        3
 5842Aerotortuguero Airport                                    Roxana                                   115TTQ      MRAO      10569.00-83.5148        82
 5841Captain Ramon Xatruch Airport                             La Palma                                 114PLP      MPLP     8.40667  -78.1417        30
 5840Jaqué Airport                                             Jaqué                                    114JQE      MPJE     7.51778  -78.1572        29
 5839Enrique Adolfo Jimenez Airport                            Colón                                    114ONX      MPEJ     9.35664  -79.8674        25
 5838Alonso Valderrama Airport                                 Chitré                                   114CTD      MPCE     7.98784  -80.4097        33
 5837Lencero Airport                                           Jalapa                                   112JAL      MMJA     19.47508 -96.79751     3127
 5836Guerrero Negro Airport                                    Guerrero Negro                           112GUB      MMGR     28.0261  -114024.00      59
 5835Ciudad Constitución Airport                               Ciudad Constitución                      112CUA      MMDA     25.0538  -111615.00     213
 5834Captain Rogelio Castillo National Airport                 Celaya                                   112CYW      MMCY     20.54599 -100.88655    5709
 5833Mili Island Airport                                       Mili Island                              152MIJ      MLIP     6.08333   171733.00       4
 5832Puerto Lempira Airport                                    Puerto Lempira                           110PEU      MHPL     15.2622  -83.7812        25
 5831Ahuas Airport                                             Ahuas                                    110AHS      MHAH     15.4722  -84.3522        98
 5830Wotho Island Airport                                      Wotho Island                             152WTO               10.1733   166003.00       0
 5829Wotje Atoll Airport                                       Wotje Atoll                              152WTE      N36      9.46667   170233.00       4
 5828Woja Airport                                              Majuro Atoll                             152WJA                 7083.00 171133.00       0
 5827Jaluit Airport                                            Jabor Jaluit Atoll                       152UIT      N55      5.90924   169637.00       4
 5826Rongelap Island Airport                                   Rongelap Island                          152RNP               11.1572   166887.00       0
 5825Namorik Atoll Airport                                     Namorik Atoll                            152NDK      3N0      5.63167   168125.00      15
 5824Majkin Airport                                            Majkin                                   152MJE                 7833.00 168167.00       0
 5823Mejit Atoll Airport                                       Mejit Atoll                              152MJB      Q30      10.2833   170883.00       5
 5822Maloelap Island Airport                                   Maloelap Island                          152MAV               8.70444  171.23           0
 5821Likiep Airport                                            Likiep Island                            152LIK               9.82316   169308.00       0
 5820Kaben Airport                                             Kaben                                    152KBT               8.90056   170844.00       0
 5819Jeh Airport                                               Ailinglapalap Atoll                      152JEJ               7.56535   168962.00       0
 5818Jabot Airport                                             Ailinglapalap Atoll                      152JAT               7.45235   168552.00       0
 5817Enyu Airfield                                             Bikini Atoll                             152BII               11.5225   165565.00       0
 5816Aur Island Airport                                        Aur Atoll                                152AUL               8.14528   171173.00       0
 5815Ailuk Airport                                             Ailuk Island                             152AIM               10.2168   169983.00       0
 5814Utirik Airport                                            Utirik Island                            152UTK      03N       11222.00 169852.00       4
 5813Quezaltenango Airport                                     Quezaltenango                            109AAZ      MGQZ     14.8656   -91502.00    7779
 5812Puerto Barrios Airport                                    Puerto Barrios                           109PBR      MGPB     15.73088 -88.58377       33
 5811Dr Joaquin Balaguer International Airport                 La Isabela                               108JBQ      MDJB     18.5725  -69.9856        98
 5810Samaná El Catey International Airport                     Samana                                   108AZS      MDCY      19267.00 -69742.00      30
 5809Salt Cay Airport                                          Salt Cay                                 107SLX      MBSY      21333.00-71.2            3
 5808Middle Caicos Airport                                     Middle Caicos                            107MDS      MBMC      21833.00 -71817.00       9
 5807JAGS McCartney International Airport                      Cockburn Town                            107GDT      MBGT     21.4445  -71.1423        13
 5806Žilina Airport                                            Žilina                                   106ILZ      LZZI     49.23153 18.6135       1020
 5805Ubari Airport                                             Ubari                                     76QUB               26.5675  12.8231       1387
 5804Misratah Airport                                          Misratah                                  76MRA                32325.00  15061.00      60
 5803Samsun-Çarşamba Airport                                   Samsun                                   100SZF      LTFH     41.2545  36.5671         18
 5802Balikesir Korfez Airport                                  Balikesir Korfez                         100EDO      LTFD     39.5546  27.0138         50
 5801Isparta Süleyman Demirel Airport                          Isparta                                  100ISE      LTFC     37.8554  30.3684       2835
 5800Adiyaman Airport                                          Adiyaman                                 100ADF      LTCP     37.7314  38.4689       2216
