id   name                                                      description                        country_iiata_codeicao_codelatitude longitude elevatio
 2486El Bolson                                                 El Bolson                                139EHL      SAVB     -41.94319-71.53229     1131
 2487Comodoro Rivadavia                                        Comodoro Rivadavia                       139CRD      SAVC     -45.78535-67.46551      190
 2488Esquel                                                    Esquel                                   139EQS      SAVE     -42.90795-71.13947     2621
 2490Almirante Zar                                             Trelew                                   139REL      SAVT     -43.2105 -65.27032      141
 2491Gobernador Castello                                       Viedma                                   139VDM      SAVV     -40.86922-63.00039       20
 2492El Tehuelche                                              Puerto Madryn                            139PMY      SAVY     -42.75916-65.10272      426
 2493Base Marambio                                             Marambio Base                            134         SAWB     -64.23834-56.63083      760
 2494Puerto Deseado                                            Puerto Deseado                           139PUD      SAWD     -47.73529-65.9041       266
 2495Rio Grande                                                Rio Grande                               139RGA      SAWE     -53.77767-67.74939       65
 2496Rio Gallegos                                              Rio Gallegos                             139RGL      SAWG     -51.60888-69.31264       61
 2497Ushuaia Malvinas Argentinas                               Ushuaia                                  139USH      SAWH     -54.84328-68.29575       71
 2498San Julian                                                San Julian                               139ULA      SAWJ     -49.30678-67.80259      190
 2499Perito Moreno                                             Perito Moreno                            139PMQ      SAWP     -46.53791-70.97869     1410
 2500Santa Cruz                                                Santa Cruz                               139RZA      SAWU     -50.01655-68.5792       364
 2501Comandante Espora                                         Bahia Blanca                             139BHI      SAZB     -38.72497-62.16932      246
 2502Coronel Suarez                                            Colonel Suarez                           139         SAZC     -37.44611-61.8893       768
 2503Olavarria                                                 Olavarria                                139         SAZF     -36.89004-60.21662      551
 2504General Pico                                              General Pico                             139         SAZG     -35.69618-63.75829      459
 2505Tres Arroyos                                              Tres Arroyos                             139         SAZH     -38.38691-60.32971      400
 2506Bolivar                                                   Bolivar                                  139         SAZI     -36.18659-61.07637      308
 6851Gogebic Iron County Airport                               Ironwood                                  17IWD               46.52747 -90.1314      1230
 2508Mar Del Plata                                             Mar Del Plata                            139MDQ      SAZM     -37.93417-57.57333       71
 2509Presidente Peron                                          Neuquen                                  139NQN      SAZN     -38949.00-68.15571      895
 6850Mackinac Island Airport                                   Mackinac Island                           17MCD               45.86493 -84.63734      740
 2511Comodoro P Zanni                                          Pehuajo                                  139         SAZP     -35.84459-61.85755      278
 2512Santa Rosa                                                Santa Rosa                               139RSA      SAZR     -36.58832-64.27569      630
 2513San Carlos De Bariloche                                   San Carlos De Bariloche                  139BRC      SAZS     -41.15117-71.15754     2776
 2514Tandil                                                    Tandil                                   139TDL      SAZT     -37.23739-59.22792      574
 2515Villa Gesell                                              Villa Gesell                             139VLG      SAZV     -37.23541-57.02924       32
 2516Cutralco                                                  Cutralco                                 139         SAZW     -38.93968-69.26464     2133
 2517Aviador C Campos                                          San Martin Des Andes                     139CPC      SAZY     -40.07538-71.13729     2569
 2518Conceicao Do Araguaia                                     Conceicao Do Araguaia                    161CDJ      SBAA     -8.34835 -49.30153      653
 2519Campo Delio Jardim De Mattos                              Rio De Janeiro                           161         SBAF     -22.87508-43.38471      110
 2520Amapa                                                     Amapa                                    161         SBAM     2.07751  -50.85824       45
 2521Araraquara                                                Araracuara                               161AQA      SBAQ     -21812.00-48.13303     2334
 2522Santa Maria                                               Aracaju                                  161AJU      SBAR     -10984.00-37.07033       23
 2523Assis                                                     Assis                                    161         SBAS     -22.63856-50.45591     1850
 2524Alta Floresta                                             Alta Floresta                            161AFL      SBAT     -9.86609 -56.10621      947
 2525Aracatuba                                                 Aracatuba                                161ARU      SBAU     -21.14134-50.42472     1361
 2526Val De Cans Intl                                          Belem                                    161BEL      SBBE     -1.37925 -48.47629       54
 2527Comandante Gustavo Kraemer                                Bage                                     161BGX      SBBG     -31.39053-54.11224      600
 2528Pampulha Carlos Drummond De Andrade                       Belo Horizonte                           161PLU      SBBH     -19.85118-43.95063     2589
 2529Bacacheri                                                 Curitiba                                 161BFH      SBBI     -25.40508-49.23204     3057
 2530Major Brigadeiro Doorgal Borges                           Barbacena                                161         SBBQ     -21.26717-43.76106     3657
 2531Presidente Juscelino Kubitschek                           Brasilia                                 161BSB      SBBR     -15.8711 -47.91862     3479
 2532Bauru                                                     Bauru                                    161BAU      SBBU     -22.34504-49.0538      2025
 2533Boa Vista                                                 Boa Vista                                161BVB      SBBV     2.84631  -60.69007      276
 2534Barra Do Garcas                                           Barra Do Garcas                          161         SBBW     -15.86134-52.38889     1147
 2535Cascavel                                                  Cascavel                                 161CAC      SBCA     -25.00034-53.50076     2473
 2536Cachimbo                                                  Itaituba                                 161         SBCC     -9.33394 -54.96542     1762
 2537Tancredo Neves Intl                                       Belo Horizonte                           161CNF      SBCF     -19.63375-43.96886     2715
 2538Campo Grande                                              Campo Grande                             161CGR      SBCG     -20.46867-54.6725      1833
 2539Chapeco                                                   Chapeco                                  161XAP      SBCH     -27.13422-52.65655     2146
 2540Carolina                                                  Carolina                                 161CLN      SBCI     -7.32044 -47.45867      565
 2541Forquilhinha                                              Criciuma                                 161CCM      SBCM     -28.72582-49.42474       93
 2542Canoas                                                    Porto Alegre                             161         SBCO     -29.94594-51.14437       26
 2543Bartolomeu Lisandro                                       Campos                                   161CAW      SBCP     -21.69833-41.30167       57
 2544Corumba Intl                                              Corumba                                  161CMG      SBCR     -19.01193-57.67305      461
 2545Afonso Pena                                               Curitiba                                 161CWB      SBCT     -25.52848-49.17578     2988
 2546Caravelas                                                 Caravelas                                161CRQ      SBCV     -17.65228-39.25307       36
 2547Campo Dos Bugres                                          Caxias Do Sul                            161CXJ      SBCX     -29.19706-51.18754     2472
 2548Marechal Rondon                                           Cuiaba                                   161CGB      SBCY     -15.65293-56.11672      617
 2549Cruzeiro do Sul                                           Cruzeiro do Sul                          161CZS      SBCZ     -7.59991 -72.76949      637
 2550Presidente Prudente                                       President Prudente                       161PPB      SBDN     -22.17506-51.42464     1477
 2551Eduardo Gomes Intl                                        Manaus                                   161MAO      SBEG     -3.03861 -60.04972      264
 2552Jacareacanga                                              Jacare-acanga                            161         SBEK     -6.23316 -57.77687      324
 2553Sao Pedro Da Aldeia                                       Sao Pedro Da Aldeia                      161         SBES     -22.81287-42.09263       61
 2554Cataratas Intl                                            Foz Do Iguacu                            161IGU      SBFI     -25.59615-54.48721      787
 2555Hercilio Luz                                              Florianopolis                            161FLN      SBFL     -27.67049-48.54718       20
 2556Fernando De Noronha                                       Fernando Do Noronha                      161FEN      SBFN     -3.85493 -32.42334      193
 2557Fronteira                                                 Fronteira                                161         SBFT     -20.27848-49.18747     1599
 2558Furnas                                                    Alpinopolis                              161         SBFU     -20.70282-46.33526     2413
 2559Pinto Martins Intl                                        Fortaleza                                161FOR      SBFZ     -3.77628 -38.53256       82
 2560Galeao Antonio Carlos Jobim                               Rio De Janeiro                           161GIG      SBGL     -22.8089 -43.24365       28
 2561Guajara Mirim                                             Guajara-mirim                            161         SBGM     -10.78638-65.28479      478
 2562Santa Genoveva                                            Goiania                                  161GYN      SBGO     -16.63203-49.22069     2450
 2563Embraer Unidade Gaviao Peixoto                            Macae                                    161         SBGP     -21.77368-48.40508     1998
 2564Guarulhos Gov Andre Franco Montouro                       Sao Paulo                                161GRU      SBGR     -23.43208-46.46951     2459
 2565Guaratingueta                                             Guaratingueta                            161         SBGW     -22.79161-45.20478     1761
 2566Altamira                                                  Altamira                                 161ATM      SBHT     -3.25391 -52.25398      368
 2567Itacoatiara                                               Itaituba                                 161         SBIC     -3.12726 -58.48119      142
 2568Itaituba                                                  Itaituba                                 161         SBIH     -4.24234 -56.00067      110
 2569Ilheus                                                    Ilheus                                   161IOS      SBIL     -14.81596-39.0332        15
 2570Usiminas                                                  Ipatinga                                 161IPN      SBIP     -19.47072-42.48758      784
 2571Hidroeletrica                                             Itumbiara                                161         SBIT     -18.44466-49.21336     1630
 2572Prefeito Renato Moreira                                   Imperatriz                               161IMP      SBIZ     -5.53129 -47.46005      431
 2573Julio Cesar                                               Belem                                    161         SBJC     -1.41416 -48.46074       52
 2574Francisco De Assis                                        Juiz De Fora                             161JDF      SBJF     -21.7915 -43.38678     2989
 2575Presidente Castro Pinto                                   Joao Pessoa                              161JPA      SBJP     -7.14838 -34.95068      215
 2576Lauro Carneiro De Loyola                                  Joinville                                161JOI      SBJV     -26.22445-48.79736       15
 2577Presidente Joao Suassuna                                  Campina Grande                           161CPV      SBKG     -7.26992 -35.89636     1646
 2578Viracopos                                                 Campinas                                 161VCP      SBKP     -23.0075 -47.13444     2170
 2579Lages                                                     Lajes                                    161         SBLJ     -27.78214-50.28149     3065
 2580Lins                                                      Lins                                     161LIP      SBLN     -21.66404-49.73052     1575
 2581Londrina                                                  Londrina                                 161LDB      SBLO     -23.33362-51.13007     1867
 2582Bom Jesus Da Lapa                                         Bom Jesus Da Lapa                        161LAZ      SBLP     -13.26209-43.40811     1454
 2583Lagoa Santa                                               Lagoa Santa                              161         SBLS     -19.66161-43.8964      2795
 2584Maraba                                                    Maraba                                   161MAB      SBMA     -5.36859 -49.13802      357
 2585Monte Dourado                                             Almeirim                                 161         SBMD     -0.88984 -52.60225      677
 2586Regional De Maringa Silvio Name Junior                    Maringa                                  161MGF      SBMG     -23.47639-52.01641     1788
 2587Mario Ribeiro                                             Montes Claros                            161MOC      SBMK     -16.70692-43.8189      2191
 6849Grand Marais Cook County Airport                          Grand Marais                              17GRM      KCKC     47.83833 -90.38294     1799
 2589Ponta Pelada                                              Manaus                                   161         SBMN     -3.14604 -59.9863       267
 2590Zumbi Dos Palmares                                        Maceio                                   161MCZ      SBMO     -9.51081 -35.79168      387
 2591Macapa                                                    Macapa                                   161MCP      SBMQ     0.05066  -51.07218       56
 2592Dix Sept Rosado                                           Mocord                                   161         SBMS     -5.20192 -37.36435       77
 2593Marte                                                     Sao Paulo                                161         SBMT     -23.50912-46.63775     2368
 2594Manicore                                                  Manicore                                 161MNX      SBMY     -5.81138 -61.27832      174
 2595Ministro Victor Konder Intl                               Navegantes                               161NVT      SBNF     -26.88   -48.65139       18
 2596Santo Angelo                                              Santo Angelo                             161GEL      SBNM     -28.28168-54.16914     1056
 2597Augusto Severo                                            Natal                                    161NAT      SBNT     -5.91142 -35.24772      169
 2598Oiapoque                                                  Oioiapoque                               161         SBOI     3.85549  -51.79687       63
 2599Salgado Filho                                             Porto Alegre                             161POA      SBPA     -29.99443-51.17143       11
 2600Prefeito Doutor Joao Silva Filho                          Parnaiba                                 161         SBPB     -2.89375 -41.73196       16
 2601Pocos De Caldas                                           Pocos De Caldas                          161POO      SBPC     -21.84301-46.56792     4135
 2602Lauro Kurtz                                               Passo Fundo                              161PFB      SBPF     -28.24399-52.32656     2376
 2603Pelotas                                                   Pelotas                                  161PET      SBPK     -31.71835-52.32769       59
 2604Senador Nilo Coelho                                       Petrolina                                161PNZ      SBPL     -9.36241 -40.5691      1263
 2605Porto Nacional                                            Porto Nacional                           161PNB      SBPN     -10.71942-48.39974      870
 2606Ponta Pora                                                Ponta Pora                               161PMG      SBPP     -22.54964-55.70261     2156
 2607Governador Jorge Teixeira De Oliveira                     Porto Velho                              161PVH      SBPV     -8.70929 -63.90228      294
 6848Porter County Municipal Airport                           Valparaiso                                17NPZ               41.45397 -87.00708      770
 2609PlÃ¡cido de Castro                                        Rio Branco                               161RBR      SBRB      -9583.00-67.4836       633
 2610Guararapes Gilberto Freyre Intl                           Recife                                   161REC      SBRF     -8.12679 -34.92304       33
 2611Rio Grande                                                Rio Grande                               161RIG      SBRG     -32.08262-52.16654       27
 2612Santos Dumont                                             Rio De Janeiro                           161SDU      SBRJ     -22.91046-43.16313       11
 2613Leite Lopes                                               Ribeirao Preto                           161RAO      SBRP     -21.13417-47.77419     1802
 2614Santa Cruz                                                Rio De Janeiro                           161STU      SBSC     -22.93235-43.71909       10
 2615Professor Urbano Ernesto Stumpf                           Sao Jose Dos Campos                      161SJK      SBSJ     -23.22817-45.86274     2120
 2616Marechal Cunha Machado Intl                               Sao Luis                                 161SLZ      SBSL     -2.58536 -44.23414      178
 2618Congonhas                                                 Sao Paulo                                161CGH      SBSP     -23.62669-46.65538     2631
 2619Sao Jose Do Rio Preto                                     Sao Jose Do Rio Preto                    161SJP      SBSR     -20.81657-49.40651     1784
 2620Base Aerea De Santos                                      Santos                                   161SSZ      SBST     -23.92521-46.2875        10
 2621Deputado Luis Eduardo Magalhaes                           Salvador                                 161SSA      SBSV     -12.91099-38.33104       64
 2622Trombetas                                                 Oriximina                                161TMT      SBTB     -1.4896  -56.3968       287
 2623Senador Petronio Portella                                 Teresina                                 161THE      SBTE     -5.05994 -42.82348      219
 2624Tefe                                                      Tefe                                     161TFF      SBTF     -3.38294 -64.72406      184
 2625Tarauaca                                                  Tarauaca                                 161         SBTK     -8.15526 -70.78327      646
 2626Telemaco Borba                                            Telemaco Borba                           161         SBTL     -24.31778-50.65159     2610
 2627Tirios                                                    Obidos Tirios                            161         SBTS     2.22347  -55.94606     1127
 2628Tabatinga                                                 Tabatinga                                161TBT      SBTT     -4.25567 -69.93583      279
 2629Tucurui                                                   Tucurui                                  161TUR      SBTU     -3.78601 -49.72027      830
 2630Sao Gabriel Da Cachoeira                                  Sao Gabriel                              161         SBUA     -0.14842 -66.98559      249
 2631Paulo Afonso                                              Paulo Alfonso                            161PAV      SBUF     -9.40088 -38.25058      883
 2632Rubem Berta                                               Uruguaiana                               161URG      SBUG     -29.78218-57.03819      256
 2633Ten Cel Av Cesar Bombonato                                Uberlandia                               161UDI      SBUL     -18.88284-48.22559     3094
 2634Urubupunga                                                Castilho                                 161         SBUP     -20.77707-51.56476     1169
 2635Uberaba                                                   Uberaba                                  161UBA      SBUR     -19765.00-47.96478     2655
 2636Major Brigadeiro Trompowsky                               Varginha                                 161VAG      SBVG     -21.59007-45.47334     3028
 2637Vilhena                                                   Vilhena                                  161BVH      SBVH     -12.69438-60.09827     2018
 2638Goiabeiras                                                Vitoria                                  161VIX      SBVT     -20.25806-40.28639       11
 2639Iauarete                                                  Iauarete                                 161         SBYA     0.6075   -69.18584      345
 2640Campo Fontenelle                                          Piracununga                              161QPS      SBYS     -21.98456-47.33476     1968
 2641Chacalluta                                                Arica                                    162ARI      SCAR     -18.34853-70.33874      167
 2642Balmaceda                                                 Balmaceda                                162BBA      SCBA     -45.91606-71.68948     1722
 2643El Bosque                                                 Santiago                                 162         SCBQ     -33.5618 -70.6884      1844
 2644Chile Chico                                               Chile Chico                              162CCH      SCCC     -46.58334-71.6874      1070
 2645El Loa                                                    Calama                                   162CJC      SCCF     -22.49818-68.90358     7543
 2646General Bernardo O Higgins                                Chillan                                  162         SCCH     -36.5825 -72.03137      495
 2647Carlos Ibanez Del Campo Intl                              Punta Arenas                             162PUQ      SCCI     -53.00264-70.85459      139
 2648Teniente Vidal                                            Coyhaique                                162GXQ      SCCY     -45.59421-72.10613     1020
 2649Diego Aracena Intl                                        Iquique                                  162IQQ      SCDA     -20.53522-70.18128      155
 2650Arturo Merino Benitez Intl                                Santiago                                 162SCL      SCEL     -33.39298-70.7858      1555
 2651Cerro Moreno Intl                                         Antofagasta                              162ANF      SCFA     -23.44448-70.4451       455
 2652Capitan Fuentes Martinez                                  Porvenir                                 162         SCFM     -53.2537 -70.31923      104
 2653Futaleufu                                                 Futaleufu                                162         SCFT     -43.18917-71.85111     1148
 2654Maria Dolores                                             Los Angeles                              162LSQ      SCGE     -37.40173-72.42544      374
 2655Guardiamarina Zanartu                                     Puerto Williams                          162         SCGZ     -54.93107-67.62626       88
 2656Carriel Sur Intl                                          Concepcion                               162CCP      SCIE     -36.77265-73.06311       26
 2657Mataveri Intl                                             Easter Island                            162IPC      SCIP     -27.16479-109.42183     227
 2658Canal Bajo Carlos Hott Siebert                            Osorno                                   162ZOS      SCJO     -40.61121-73.06104      187
 2659Vallenar                                                  Vallenar                                 162         SCLL     -28.5964  -70756.00    1725
 2660De La Independencia                                       Rancagua                                 162         SCRG     -34.17369-70.77569     1446
 2661Teniente Rodolfo Marsh Martin                             Isla Rey Jorge                           134         SCRM     -62.19083-58.98667      147
 2662La Florida                                                La Serena                                162LSC      SCSE     -29.91623-71.19952      481
 2663Eulogio Sanchez                                           Santiago                                 162         SCTB     -33.45628-70.54667     2129
 2664Maquehue                                                  Temuco                                   162ZCO      SCTC     -38.76682-72.6371       304
 2665El Tepual Intl                                            Puerto Montt                             162PMC      SCTE     -41.43889-73.09395      294
 2666Chaiten                                                   Chaiten                                  162WCH      SCTN     -42.93281-72.69911       13
 2667Pichoy                                                    Valdivia                                 162ZAL      SCVD     -39.64996-73.08611       59
 2668Chachoan                                                  Ambato                                   163ATF      SEAM     -1.21207 -78.57464     8502
 2669Hacienda Clementina                                       Clementia                                163         SECM     -1.70628 -79.37894      328
 2670Francisco De Orellana                                     Coca                                     163OCC      SECO     -0.46289 -76.98684      834
 2671Mariscal Lamar                                            Cuenca                                   163CUE      SECU     -2.88947 -78.9844      8306
 2672Seymour                                                   Galapagos                                163GPS      SEGS     -0.45376 -90.26591      207
 2673Jose Joaquin De Olmedo Intl                               Guayaquil                                163GYE      SEGU     -2.15742 -79.88356       19
 2674Gualaquiza                                                Gualaquiza                               163         SEGZ     -3.42321 -78.56699     2640
 2675Atahualpa                                                 Ibarra                                   163         SEIB     0.33842  -78.13642     7304
 2676Km 192                                                    Km-192                                   163         SEKK     0.1842   -79.39196     1247
 2677Hacienda La Julia                                         La Julia                                 163         SELJ     -1.70438 -79.55226       50
 2678Cotopaxi Intl                                             Latacunga                                163         SELT     -0.90683 -78.61576     9205
 2679Jose Maria Velasco Ibarra                                 Macara                                   163         SEMA     -4.37823 -79.94102     1508
 2680Coronel E Carvajal                                        Macas                                    163XMS      SEMC     -2.29917 -78.12075     3452
 2681General Manuel Serrano                                    Machala                                  163MCH      SEMH     -3.2689  -79.96157       11
 2682Montalvo                                                  Montalvo                                 163         SEMO     -2.06701 -76.97574      960
 2683Eloy Alfaro Intl                                          Manta                                    163MEC      SEMT     -0.94608 -80.67881       48
 2684Maragrosa                                                 Maragrosa                                163         SEMX     -2.8511  -79.80362       18
 2685Amable Calle Gutierrez                                    Pasaje                                   163         SEPS     -3.31967 -79.76916       22
 2686Reales Tamarindos                                         Portoviejo                               163PVO      SEPV     -1.04165 -80.47221      130
 2687Quevedo                                                   Quevedo                                  163         SEQE     -0.9894  -79.46511      350
 2688Mariscal Sucre Intl                                       Quito                                    163UIO      SEQU     -0.14114 -78.48821     9228
 2689Chimborazo                                                Riobamba                                 163         SERB     -1.65343 -78.65614     9151
 2690Coronel Artilleria Victor Larrea                          Santa Rosa                               163         SERO     -3.43516 -79.97782      170
 2691General Ulpiano Paez                                      Salinas                                  163SNC      SESA     -2.20499 -80.98888       18
 2692Santo Domingo Los Colorados                               Santo Domingo                            163         SESD     -0.24822 -79.21445     1714
 2694Taura                                                     Taura                                    163         SETA     -2.26104 -79.68017       56
 2695Mayor Galo Torres                                         Tena                                     163         SETE     -0.98677 -77.81945     1708
 2696Tarapoa                                                   Tarapoa                                  163TPC      SETR     -0.12296 -76.33775      814
 2697Teniente Coronel Luis A Mantilla                          Tulcan                                   163TUA      SETU     0.80951  -77.70806     9649
 6847Silverton                                                 Silverton                                 17                  37.81254 -107.66299    9308
 2699Silvio Pettirossi Intl                                    Asuncion                                 164ASU      SGAS     -25.23985-57.51913      292
 2700Juan De Ayolas                                            Ayolas                                   164         SGAY     -27.37065-56.85394      223
 2701Teniente Col Carmelo Peralta                              Conception                               164         SGCO     -23.44175-57.42712      253
 2702Itaipu                                                    Itaipu                                   164         SGIB     -25.40785-54.61942      762
 2703Dr Luis Maria Argana Intl                                 Mariscal Estigarribia                    164         SGME     -22.04499-60.62169      553
 2704Carlos Miguel Gimenez                                     Pilar                                    164         SGPI     -26.88147-58.31804      249
 2705El Eden                                                   Armenia                                  165AXM      SKAR     4.45278  -75.76645     3990
 2706Tres De Mayo                                              Puerto Asis                              165PUU      SKAS     0.50523  -76.50084      815
 2707Las Flores                                                El Banco                                 165         SKBC     9.04554  -73.97493      111
 2708Palonegro                                                 Bucaramanga                              165BGA      SKBG     7.1265   -73.18478     3897
 2709Eldorado Intl                                             Bogota                                   165BOG      SKBO     4.70159  -74.14695     8361
 2710Ernesto Cortissoz                                         Barranquilla                             165BAQ      SKBQ     10.88959 -74.78082       98
 2711Jose Celestino Mutis                                      Bahia Solano                             165BSC      SKBS     6.20292  -77.39468       80
 2712Gerardo Tobar Lopez                                       Buenaventura                             165BUN      SKBU     3.81963  -76.98977       48
 2713Camilo Daza                                               Cucuta                                   165CUC      SKCC     7.92757  -72.51155     1096
 2714Rafael Nunez                                              Cartagena                                165CTG      SKCG     10.44238 -75.51296        4
 2715Alfonso Bonilla Aragon Intl                               Cali                                     165CLO      SKCL     3.54322  -76.38158     3162
 2716La Florida                                                Tumaco                                   165TCO      SKCO     1.81442  -78.74923        8
 2717Las Brujas                                                Corozal                                  165CZU      SKCZ     9.33274  -75.28559      528
 2718Yariguies                                                 Barrancabermeja                          165EJA      SKEJ     7.02433  -73.8068       412
 2719Gustavo Artunduaga Paredes                                Florencia                                165FLA      SKFL     1.58919  -75.56437      803
 2720Santiago Vila                                             Girardot                                 165         SKGI     4.27624  -74.79669      900
 6846McCarthy Airport                                          McCarthy                                  17MXY               61.43706 -142.90307    1531
 2722Juan Casiano                                              Guapi                                    165GPI      SKGP     2.57013  -77.8986       164
 2723Guaymaral                                                 Guaymaral                                165         SKGY     4.81233  -74.06492     8390
 2724Perales                                                   Ibague                                   165IBE      SKIB     4.42161  -75.1333      2999
 2725San Luis                                                  Ipiales                                  165IPI      SKIP     0.86192  -77.67176     9765
 2726Antonio Roldan Betancourt                                 Carepa                                   165         SKLC     7.81196  -76.71643       46
 2727La Mina                                                   La Mina                                  165         SKLM     11.23253 -72.49014      276
 2728Alfredo Vasquez Cobo                                      Leticia                                  165LET      SKLT     -4.19355 -69.94316      277
 2729Olaya Herrera                                             Medellin                                 165EOH      SKMD     6.21996  -75.59052     4940
 2730Baracoa                                                   Magangue                                 165MGN      SKMG     9.28474  -74.84609      178
 2731Los Garzones                                              Monteria                                 165MTR      SKMR     8.82374  -75.82583       36
 2732Fabio Alberto Leon Bentley                                Mitu                                     165MVP      SKMU     1.25366  -70.23388      680
 2733La Nubia                                                  Manizales                                165MZL      SKMZ     5.0296   -75.46471     6871
 2734Benito Salas                                              Neiva                                    165NVA      SKNV     2.95015   -75294.00    1464
 2735Aguas Claras                                              Ocana                                    165OCV      SKOC     8.31506  -73.35833     3850
 2736Otu                                                       Otu                                      165OTU      SKOT     7.01037  -74.7155      2060
 2737Puerto Bolivar                                            Puerto Bolivar                           165         SKPB     12.22148 -71.98482       90
 2738Puerto Carreno                                            Puerto Carreno                           165PCR      SKPC     6.18472  -67.49316      177
 2739Matecana                                                  Pereira                                  165PEI      SKPE     4.81268  -75.73952     4416
 2740Pitalito                                                  Pitalito                                 165         SKPI     1.85777  -76.08572     4212
 2741Guillermo Leon Valencia                                   Popayan                                  165PPN      SKPP     2.4544   -76.60932     5687
 2742Antonio Narino                                            Pasto                                    165PSO      SKPS     1.39625  -77.29148     5951
 2743El Embrujo                                                Providencia                              165PVA      SKPV     13.35694 -81.35833       10
 2744Mariquita                                                 Mariquita                                165         SKQU     5.21256  -74.88365     1531
 2745Jose Maria Cordova                                        Rio Negro                                165MDE      SKRG     6.16454  -75.42312     6955
 2746Almirante Padilla                                         Rio Hacha                                165RCH      SKRH     11.52622 -72.92596       43
 2747Jorge E Gonzalez Torres                                   San Jose Del Guaviare                    165SJE      SKSJ     2.57969  -72.63936      605
 2748Simon Bolivar                                             Santa Marta                              165SMR      SKSM     11.11965 -74.23065       22
 2749Gustavo Rojas Pinilla                                     San Andres Island                        165ADZ      SKSP     12.58359 -81.71119       19
 2750Eduardo Falla Solano                                      San Vincente De Caguan                   165SVI      SKSV     2.15218  -74.76635      920
 2751Tame                                                      Tame                                     165TME      SKTM     6.45108  -71.76026     1050
 2752Santiago Perez                                            Arauca                                   165AUC      SKUC     7.06888  -70.73692      420
 2753El Carano                                                 Quibdo                                   165UIB      SKUI     5.69076  -76.64118      204
 2754Farfan                                                    Tulua                                    165ULQ      SKUL     4.08836  -76.23513     3132
 2755Alfonso Lopez Pumarejo                                    Valledupar                               165VUP      SKVP     10.43504 -73.24951      456
 2756Vanguardia                                                Villavicencio                            165VVC      SKVV     4.16788  -73.61376     1394
 2758Bermejo                                                   Bermejo                                  166BJO      SLBJ     -22.77334-64.31288     1250
 2759Jorge Wilsterman                                          Cochabamba                               166CBB      SLCB     -17.42106-66.17711     8360
 2760Chimore                                                   Chapacura                                166         SLCH     -16.99002-65.14153     1000
 2761Heroes Del Acre                                           Cobija                                   166CIJ      SLCO     -11.04044-68.78297      892
 2762El Alto Intl                                              La Paz                                   166LPB      SLLP     -16.51334-68.19226    13325
 2763Juan Mendoza                                              Oruro                                    166         SLOR     -17.96259-67.07624    12146
 2764Capitan Nicolas Rojas                                     Potosi                                   166POI      SLPO     -19.54307-65.72371    12913
 2765Tte De Av Salvador Ogaya G                                Puerto Suarez                            166PSZ      SLPS     -18.97528-57.82059      439
 2766Santa Ana Del Yacuma                                      Santa Ana                                166         SLSA     -13.76221-65.43516      472
 2767Juana Azurduy De Padilla                                  Sucre                                    166SRE      SLSU     -19.00708-65.28875     9527
 2768Capitan Oriel Lea Plaza                                   Tarija                                   166TJA      SLTJ     -21.55574-64.70132     6084
 2769Tte Av Jorge Henrich Arauz                                Trinidad                                 166TDD      SLTR     -14.81874-64.91802      509
 2770Tcnl Rafael Pabon                                         Villa Montes                             166         SLVM     -21.25523-63.40561     1306
 2771Viru Viru Intl                                            Santa Cruz                               166VVI      SLVR     -17.64476-63.13536     1225
 2772Yacuiba                                                   Yacuiba                                  166BYC      SLYA     -21.96092-63.65167     2116
 2773Johan A Pengel Intl                                       Zandery                                  167PBM      SMJP     5.45283  -55.18778       59
 2774Rochambeau                                                Cayenne                                  168CAY      SOCA     4.81981  -52.36045       26
 2775St Georges De L Oyapock                                   St.-georges Oyapock                      168         SOOG     3.8976   -51.80408       46
 2776Huancabamba                                               Huancabamba                              169         SPAB     -5.25677 -79.44286     6312
 2777Alferez Vladimir Sara Bauer                               Andoas                                   169         SPAS     -2.79613 -76.46662      728
 2778Atalaya                                                   Atalaya                                  169         SPAY     -10.72912-73.7665       751
 6845Seward Airport                                            Seward                                    17SWD               60.12694 -149.41881      22
 2780Iberia                                                    Iberia                                   169         SPBR     -11.41158-69.48871      750
 2781Cap Fap David Abenzur Rengifo Intl                        Pucallpa                                 169PCL      SPCL     -8.37794 -74.5743       513
 2782Teniente Jaime A De Montreuil Morales                     Chimbote                                 169CHM      SPEO     -9.14961 -78.52385       69
 2783Puerto Esperanza                                          Puerto Esperanza                         169         SPEP     -9.76813 -70.70646      725
 2784Cesar Torke Podesta                                       Moquegua                                 169         SPEQ     -17.17896-70.9308      4480
