id	name	description	country_id	iata_code	icao_code	latitude	longitude	elevation
5627	Tsaratanana Airport	Tsaratanana	48	TTS	FMNT	-16.75	47.617	1073
5626	Mampikony Airport	Mampikony	48	WMP	FMNP	-16.049	47.622	0
5625	Soalala Airport	Soalala	48	DWB	FMNO	-16.083	45.367	141
5624	Ambanja Airport	Ambanja	48	IVA	FMNJ	-13.65	48.467	36
5623	Port Bergé Airport	Port Bergé	48	WPB	FMNG	-15.583	47.617	213
5622	Ambatondrazaka Airport	Ambatondrazaka	48	WAM	FMMZ	-17.8	48.433	2513
5621	Tsiroanomandidy Airport	Tsiroanomandidy	48	WTS	FMMX	-18.75	46.05	2776
5620	Tambohorano Airport	Tambohorano	48	WTA	FMMU	-17.4761	43.9728	23
5619	Morafenobe Airport	Morafenobe	48	TVA	FMMR	-17.85	44.917	748
5618	Maintirano Airport	Maintirano	48	MXT	FMMO	-18.05	44.033	95
5617	Belo sur Tsiribihina Airport	Belo sur Tsiribihina	48	BMD	FMML	-19.6867	44.5419	154
5616	Ankavandra Airport	Ankavandra	48	JVA	FMMK	-18.8	45.283	427
5615	Antsalova Airport	Antsalova	48	WAQ	FMMG	-18.7	44.617	551
5614	Iconi Airport	Moroni	45	YVA	FMCN	-11.7108	43.2439	33
5613	Solwesi Airport	Solwesi	44	SLI	FLSW	-12.1737	26.3651	4551
5612	Chipata Airport	Chipata	44	CIP	FLCP	-13.5583	32.5872	3360
5611	Loubomo Airport	Loubomo	35	DIS	FCPL	-4.2	12.7	1079
5610	Limpopo Valley Airport	Tuli Lodge	34	TLD	FBTL	-22.1892	29.1269	1772
5609	Shakawe Airport	Shakawe	34	SWX	FBSW	-18.3739	21.8326	3379
5608	Orapa Airport	Orapa	34	ORP	FBOR	-21.2667	25.3167	3100
5607	Ghanzi Airport	Ghanzi	34	GNZ	FBGZ	-21.6925	21.6581	3730
5606	Mmabatho International Airport	Mafeking	33	MBD	FAMM	-25.79844	25.54803	4181
5605	Malamala Airport	Malamala	33	AAM	FAMD	-24.81811	31.54458	1124
5604	Kruger Mpumalanga International Airport	Mpumalanga	33	MQP	FAKN	-25.3832	31.1056	2829
5603	Rand Airport	Johannesburg	33	QRA	FAGM	-26.24251	28.15117	5483
5602	Ventspils International Airport	Ventspils	218	VTS	EVVA	57.35778	21.54417	19
5601	Shire Inda Selassie Airport	Shire Indasilase	70	SHC		14.0781	38.2725	6207
5600	Shilavo Airport	Shilavo	70	HIL		6.08333	44.7667	1296
5599	Hemavan Airport	Hemavan	32	HMV	ESUT	65.80611	15.08278	1503
5598	Storuman Airport	Mohed	32	SQO	ESUD	64.96089	17.69658	915
5597	Ängelholm-Helsingborg Airport	Ängelholm	32	AGH	ESTA	56.2961	12.8471	68
5596	Torsby Airport	Torsby	32	TYF	ESST	60.15762	12.99127	393
5595	Karlstad Airport	Karlstad	32	KSD	ESOK	59.4447	13.3374	352
5594	Hagfors Airport	Hagfors	32	HFS	ESOH	60.02006	13.57891	474
5593	Östersund Airport	Östersund	32	OSD	ESNZ	63.1944	14.5003	1233
5592	Łódź Władysław Reymont Airport	Lodz	31	LCJ	EPLL	51.72188	19.39813	604
5591	Bydgoszcz Ignacy Jan Paderewski Airport	Bydgoszcz	31	BZG	EPBY	53.0968	17.9777	235
5590	Værøy Heliport	Værøy	30	VRY	ENVR	67.6667	12.6833	36
5589	Svartnes Airport	Vardø	30	VAW	ENSS	70.35539	31.04489	42
5588	Sorkjosen Airport	Sorkjosen	30	SOJ	ENSR	69.7868	20.9594	16
5587	Svolvær Helle Airport	Svolvær	30	SVJ	ENSH	68.2433	14.6692	27
5586	Sogndal Airport	Sogndal	30	SOG	ENSG	61.1561	7.13778	0
5585	Anda Airport	Sandane	30	SDN	ENSD	61.83	6.10583	196
5584	Røst Airport	Røst	30	RET	ENRS	67.5278	12.1033	7
5583	Ryum Airport	Rørvik	30	RVK	ENRM	64.8383	11.1461	14
5582	Røssvoll Airport	Mo i Rana	30	MQN	ENRA	66.3639	14.3014	229
5581	Namsos Høknesøra Airport	Namsos	30	OSY	ENNM	64.4722	11.5786	7
5580	Leknes Airport	Leknes	30	LKN	ENLK	68.1525	13.6094	78
5579	Sindal Airport	Sindal	27	CNL	EKSN	57.50352	10.22937	92
5578	Weston Airport	Leixlip	26		EIWT	53.35133	-6.4875	150
5577	Donegal Airport	Dongloe	26	CFN	EIDL	55.04419	-8.341	30
6816	Raron Airport	Raron	99		LSTA	46.3036	7.82333	2029
5575	Barra Airport	Barra	20	BRR	EGPR	57.0228	-7.44306	5
5574	Anglesey Airport	Angelsey	20	HLY	EGOV	53.2481	-4.53534	37
5573	Penzance Heliport	Penzance	20	PZE	EGHK	50.1281	-5.51845	14
5572	Land's End / St. Just Airport	Land's End	20	LEQ	EGHC	50.1028	-5.67056	401
5571	Westray Airport	Westray	20	WRY	EGEW	59.3503	-2.95	29
5570	Lerwick / Tingwall Airport	Lerwick	20	LWK	EGET	60.1922	-1.24361	43
5569	Sanday Airport	Sanday	20	NDY	EGES	59.2503	-2.57667	68
5568	Stronsay Airport	Stronsay	20	SOY	EGER	59.1553	-2.64139	39
5567	Papa Westray Airport	Papa Westray	20	PPW	EGEP	59.3517	-2.90028	91
5566	North Ronaldsay Airport	North Ronaldsay	20	NRL	EGEN	59.3675	-2.43444	40
5565	Fair Isle Airport	Fair Isle	20	FIE	EGEF	59.5358	-1.62806	223
5564	Eday Airport	Eday	20	EOI	EGED	59.1906	-2.77222	10
5563	Campbeltown Airport	Campbeltown	20	CAL	EGEC	55.4372	-5.68639	42
5562	Robin Hood Doncaster Sheffield Airport	Doncaster Sheffield	20	DSA	EGCN	53.47472	-1.00444	55
5561	Nottingham Airport	Nottingham	20	NQT	EGBN	52.92	-1.07917	138
5560	Seinäjoki Airport	Seinäjoki / Ilmajoki	19	SJY	EFSI	62.6921	22.8323	302
5559	Helgoland-Düne Airport	Helgoland	16	HGL	EDXH	54.1853	7.91583	7
5558	Heide-Büsum Airport	Büsum	16	HEI	EDXB	54.1533	8.90167	7
5557	Heringsdorf Airport	Heringsdorf	16	HDF	EDAH	53.87871	14.15235	93
5556	Kumasi Airport	Kumasi	8	KMS	DGSI	6.71456	-1.59082	942
5555	Guemar Airport	Guemar	5	ELU	DAUO	33.5114	6.77679	203
5554	Bordj Badji Mokhtar Airport	Bordj Badji Mokhtar	5	BMW	DATM	21.375	0.92389	1303
5553	Béchar Boudghene Ben Ali Lotfi Airport	Béchar	5	CBH	DAOR	31.6457	-2.26986	2661
5552	Batna Airport	Batna	5	BLJ	DABT	35.75211	6.30859	2697
5551	Wollaston Lake Airport	Wollaston Lake	4	ZWL	CZWL	58.1069	-103.172	1360
5550	Churchill Falls Airport	Churchill Falls	4	ZUM	CZUM	53.5619	-64.1064	1442
5549	Shamattawa Airport	Shamattawa	4	ZTM	CZTM	55.8656	-92.0814	289
5548	Sandy Lake Airport	Sandy Lake	4	ZSJ	CZSJ	53.0642	-93.3444	951
5547	Round Lake (Weagamow Lake) Airport	Round Lake	4	ZRJ	CZRJ	52.9436	-91.3128	974
5546	Sachigo Lake Airport	Sachigo Lake	4	ZPB	CZPB	53.8911	-92.1964	876
5545	Masset Airport	Masset	4	ZMT	CZMT	54.0275	-132.125	25
5544	Muskrat Dam Airport	Muskrat Dam	4	MSA	CZMD	53.4414	-91.7628	911
5543	Kashechewan Airport	Kashechewan	4	ZKE	CZKE	52.2825	-81.6778	35
5542	Swan River Airport	Swan River	4	ZJN	CZJN	52.1206	-101.236	1100
5541	Gods River Airport	Gods River	4	ZGI	CZGI	54.8397	-94.0786	627
5540	Fond-Du-Lac Airport	Fond-Du-Lac	4	ZFD	CZFD	59.3344	-107.182	814
5539	Eastmain River Airport	Eastmain River	4	ZEM	CZEM	52.2264	-78.5225	24
5538	Bathurst Airport	Bathurst	4	ZBF	CZBF	47.6297	-65.7389	193
5537	Ilford Airport	Ilford	4	ILF	CZBD	56.0614	-95.6139	642
5536	York Landing Airport	York Landing	4	ZAC	CZAC	56.0894	-96.0892	621
5535	Salluit Airport	Salluit	4	YZG	CYZG	62.1794	-75.6672	743
5534	Whale Cove Airport	Whale Cove	4	YXN	CYXN	62.24	-92.5981	40
5533	Webequie Airport	Webequie	4	YWP	CYWP	52.9597	-87.3689	685
5532	Deer Lake Airport	Deer Lake	4	YVZ	CYVZ	52.6558	-94.0614	1092
5531	Big Trout Lake Airport	Big Trout Lake	4	YTL	CYTL	53.8178	-89.8969	729
5530	St. Theresa Point Airport	St. Theresa Point	4	YST	CYST	53.8456	-94.8519	773
5529	Sanikiluaq Airport	Sanikiluaq	4	YSK	CYSK	56.5378	-79.2467	104
5528	Stony Rapids Airport	Stony Rapids	4	YSF	CYSF	59.2503	-105.841	805
5527	Red Lake Airport	Red Lake	4	YRL	CYRL	51.0669	-93.7931	1265
5526	Rae Lakes Airport	Gamètì	4	YRA	CYRA	64.1161	-117.31	723
5525	Nakina Airport	Nakina	4	YQN	CYQN	50.18278	-86.69639	1057
5524	The Pas Airport	The Pas	4	YQD	CYQD	53.9714	-101.091	887
5523	Powell River Airport	Powell River	4	YPW	CYPW	49.8342	-124.5	425
5522	Peawanuck Airport	Peawanuck	4	YPO	CYPO	54.9881	-85.4433	173
5521	Pikangikum Airport	Pikangikum	4	YPM	CYPM	51.8197	-93.9733	1114
5520	Inukjuak Airport	Inukjuak	4	YPH	CYPH	58.4719	-78.0769	83
5519	Oxford House Airport	Oxford House	4	YOH	CYOH	54.9333	-95.2789	663
5518	Points North Landing Airport	Points North Landing	4	YNL	CYNL	58.2767	-104.082	1605
5517	Norway House Airport	Norway House	4	YNE	CYNE	53.9583	-97.8442	734
5516	Wemindji Airport	Wemindji	4	YNC	CYNC	53.0106	-78.8311	66
5515	Umiujaq Airport	Umiujaq	4	YUD	CYMU	56.5361	-76.5183	250
5514	Chapais Airport	Chibougamau	4	YMT	CYMT	49.7719	-74.5281	1270
5513	Mary's Harbour Airport	Mary's Harbour	4	YMH	CYMH	52.3028	-55.8472	38
5512	Kangiqsualujjuaq (Georges River) Airport	Kangiqsualujjuaq	4	XGR	CYLU	58.7114	-65.9928	215
5511	Lutselk'e Airport	Lutselk'e	4	YSG	CYLK	62.4183	-110.682	596
5510	Lansdowne House Airport	Lansdowne House	4	YLH	CYLH	52.1956	-87.9342	834
5509	Kimmirut Airport	Kimmirut	4	YLC	CYLC	62.85	-69.8833	175
5508	Aupaluk Airport	Aupaluk	4	YPJ	CYLA	59.2967	-69.5997	119
5507	Waskaganish Airport	Waskaganish	4	YKQ	CYKQ	51.4733	-78.7583	80
5506	Akulivik Airport	Akulivik	4	AKV	CYKO	60.8186	-78.1486	75
5505	Island Lake Airport	Island Lake	4	YIV	CYIV	53.8572	-94.6536	770
5504	Ivujivik Airport	Ivujivik	4	YIK	CYIK	62.4173	-77.9253	126
5503	Chevery Airport	Chevery	4	YHR	CYHR	50.4689	-59.6367	39
5502	Hopedale Airport	Hopedale	4	YHO	CYHO	55.4483	-60.2286	39
5501	Nemiscau Airport	Nemiscau	4	YNS	CYHH	51.6911	-76.1356	802
5500	Vancouver Harbour Water Airport	Vancouver	4	YHC	CYHC	49.2944	-123.111	0
5499	Quaqtaq Airport	Quaqtaq	4	YQC	CYHA	61.0464	-69.6178	103
5498	Grise Fiord Airport	Grise Fiord	4	YGZ	CYGZ	76.4261	-82.9092	146
5497	Gillam Airport	Gillam	4	YGX	CYGX	56.3575	-94.7106	476
5496	Kuujjuarapik Airport	Kuujjuarapik	4	YGW	CYGW	55.2819	-77.7653	34
5495	Igloolik Airport	Igloolik	4	YGT	CYGT	69.3647	-81.8161	174
5494	Gods Lake Narrows Airport	Gods Lake Narrows	4	YGO	CYGO	54.5589	-94.4914	617
5493	Texada Gillies Bay Airport	Texada	4	YGB	CYGB	49.6942	-124.518	326
5492	Makkovik Airport	Makkovik	4	YMN	CYFT	55.0769	-59.1864	234
5491	Fort Hope Airport	Fort Hope	4	YFH	CYFH	51.5619	-87.9078	899
5490	Fort Albany Airport	Fort Albany	4	YFA	CYFA	52.2014	-81.6969	48
5489	Fort Severn Airport	Fort Severn	4	YER	CYER	56.0189	-87.6761	48
5488	Nain Airport	Nain	4	YDP	CYDP	56.5492	-61.6803	22
5487	Chesterfield Inlet Airport	Chesterfield Inlet	4	YCS	CYCS	63.3469	-90.7311	32
5486	Cartwright Airport	Cartwright	4	YRF	CYCA	53.6828	-57.0419	40
5485	Lourdes De Blanc Sablon Airport	Lourdes-De-Blanc-Sablon	4	YBX	CYBX	51.4436	-57.1853	121
5484	Uranium City Airport	Uranium City	4	YBE	CYBE	59.5614	-108.481	1044
5483	Lac Du Bonnet Airport	Lac Du Bonnet	4		CYAX	50.2944	-96.01	850
5482	Attawapiskat Airport	Attawapiskat	4	YAT	CYAT	52.9275	-82.4319	31
5481	Kangirsuk Airport	Kangirsuk	4	YKG	CYAS	60.0272	-69.9992	403
5480	Kasabonika Airport	Kasabonika	4	XKS	CYAQ	53.5247	-88.6428	672
5479	Fort Frances Municipal Airport	Fort Frances	4	YAG	CYAG	48.6542	-93.4397	1125
5478	Cat Lake Airport	Cat Lake	4	YAC	CYAC	51.7272	-91.8244	1344
5477	Tarapacá Airport	Tarapacá	165	TCD		-2.867	-69.733	0
5476	Apartadó Airport	Apartadó	165	APO		7.033	-77.2	0
5475	Nantong Airport	Nantong	215	NTG		32.0708	120.976	0
5474	La Tabatière Airport	La Tabatière	4	ZLT	CTU5	50.8308	-58.9756	102
5473	Tête-à-la-Baleine Airport	Tête-à-la-Baleine	4	ZTB	CTB6	50.6744	-59.3836	107
5472	Chisasibi Airport	Chisasibi	4	YKU	CSU2	53.8056	-78.9169	43
5471	Poplar Hill Airport	Poplar Hill	4	YHP	CPV7	52.1133	-94.2556	1095
5470	Ogoki Post Airport	Ogoki Post	4	YOG	CNT3	51.6586	-85.9017	594
5469	Kingfisher Lake Airport	Kingfisher Lake	4	KIF	CNM5	53.0125	-89.8553	866
5468	Bearskin Lake Airport	Bearskin Lake	4	XBE	CNE3	53.9656	-91.0272	800
5467	North Spirit Lake Airport	North Spirit Lake	4	YNO	CKQ3	52.49	-92.9711	1082
5466	Wunnumin Lake Airport	Wunnumin Lake	4	WNN	CKL3	52.8939	-89.2892	819
5465	Wapekeka Airport	Angling Lake	4	YAX	CKB6	53.8492	-89.5794	712
5464	Summer Beaver Airport	Summer Beaver	4	SUR	CJV7	52.7086	-88.5419	832
5463	Whatì Airport	Whatì	4	YLE	CEM3	63.1317	-117.246	882
5462	Colville Lake Airport	Colville Lake	4	YCK	CEB3	67.0333	-126.083	850
5461	Rigolet Airport	Rigolet	4	YRG	CCZ2	54.1797	-58.4575	180
5460	Port Hope Simpson Airport	Port Hope Simpson	4	YHA	CCP4	52.5281	-56.2861	347
5459	St. Lewis (Fox Harbour) Airport	St. Lewis	4	YFX	CCK4	52.3728	-55.6739	74
5458	Williams Harbour Airport	Williams Harbour	4	YWM	CCA6	52.5669	-55.7847	70
5457	Anahim Lake Airport	Anahim Lake	4	YAA	CAJ4	52.4525	-125.303	3635
5456	Whistler/Green Lake Water Aerodrome	Whistler	4	YWS	CAE5	50.1436	-122.949	2100
5455	Punta Gorda Airport	Punta Gorda	121	PND		16.1024	-88.8083	7
5454	Caye Caulker Airport	Caye Caulker	121	CUK		17.7347	-88.0325	1
5453	Vopnafjörður Airport	Vopnafjörður	3	VPN	BIVO	65.7206	-14.8506	0
5452	Thorshofn Airport	Thorshofn	3	THO	BITN	66.2185	-15.3356	65
6945	Drake Bay Airport	Puntarenas	115	DRK	MRDK	8.71889	-83.6417	12
5450	Grímsey Airport	Grímsey	3	GRY	BIGR	66.5547	-18.0175	66
5449	Qaarsut Airport	Uummannaq	2	JQA	BGUQ	70.7342	-52.6962	289
5448	Upernavik Airport	Upernavik	2	JUV	BGUK	72.7902	-56.1306	414
5447	Sisimiut Airport	Sisimiut	2	JHS	BGSS	66.9513	-53.7293	33
5446	Qaanaaq Airport	Qaanaaq	2	NAQ	BGQQ	77.4886	-69.3887	51
5445	Narsaq Heliport	Narsaq	2	JNS	BGNS	60.9167	-46.0586	0
5444	Nanortalik Heliport	Nanortalik	2	JNN	BGNN	60.14	-45.2317	0
5443	Maniitsoq Airport	Maniitsoq	2	JSU	BGMQ	65.4125	-52.9394	91
5442	Qaqortoq Heliport	Qaqortoq	2	JJU	BGJH	60.7158	-46.0294	0
5441	Qeqertarsuaq Heliport	Qeqertarsuaq Airport	2	JGO	BGGN	69.2511	-53.5381	0
5440	Paamiut Heliport	Paamiut	2	JFR	BGFH	61.9922	-49.6625	0
5439	Neerlerit Inaat Airport	Neerlerit Inaat	2	CNP	BGCO	70.7433	-22.6606	45
5438	Alluitsup Paa Heliport	Alluitsup Paa	2	LLU	BGAP	60.4644	-45.5778	89
5437	Wapenamanda Airport	Wapenamanda	1	WBM	AYWD	-5.6433	143.895	5889
5436	Vanimo Airport	Vanimo	1	VAI	AYVN	-2.69717	141.302	10
5435	Tokua Airport	Tokua	1	RAB	AYTK	-4.34046	152.38	32
5434	Tabubil Airport	Tabubil	1	TBG	AYTB	-5.27861	141.226	1570
5433	Tari Airport	Tari	1	TIZ	AYTA	-5.845	142.948	5500
5432	Misima Island Airport	Misima Island	1	MIS	AYMS	-10.6892	152.838	26
5431	Moro Airport	Moro	1	MXH	AYMR	-6.36333	143.238	2740
5430	Momote Airport	Momote	1	MAS	AYMO	-2.06189	147.424	12
5429	Mendi Airport	Mendi	1	MDU	AYMN	-6.14774	143.657	5680
5428	Kavieng Airport	Kavieng	1	KVG	AYKV	-2.5794	150.808	7
5427	Kerema Airport	Kerema	1	KMA	AYKM	-7.96361	145.771	10
5426	Kikori Airport	Kikori	1	KRI	AYKK	-7.42438	144.25	50
5425	Kiunga Airport	Kiunga	1	UNG	AYKI	-6.12571	141.282	88
5424	Kimbe Airport	Hoskins	1	HKN	AYHK	-5.46217	150.405	66
5423	Girua Airport	Girua	1	PNP	AYGR	-8.80454	148.309	311
5422	Gurney Airport	Gurney	1	GUR	AYGN	-10.3115	150.334	88
5421	Daru Airport	Daru	1	DAU	AYDU	-9.08676	143.208	20
5420	Chimbu Airport	Kundiawa	1	CMU	AYCH	-6.02429	144.971	4974
5419	Buka Airport	Buka Island	1	BUA	AYBK	-5.42232	154.673	11
5418	Ramata Airport	Ramata	226	RBV	AGRM	-8.16806	157.643	0
5417	Kagau Island Airport	Kagau Island	226	KGE	AGKG	-7.333	157.583	0
5416	Suavanao Airport	Suavanao	226	VAO	AGGV	-7.58556	158.731	0
5415	Marau Airport	Marau	226	RUS	AGGU	-9.86167	160.825	0
5414	Rennell/Tingoa Airport	Rennell Island	226	RNL	AGGR	-11.5339	160.063	0
5413	Mono Airport	Stirling Island	226	MNY	AGGO	-7.41694	155.565	0
5412	Nusatupe Airport	Gizo	226	GZO	AGGN	-8.09778	156.864	13
5411	Munda Airport	Munda	226	MUA	AGGM	-8.32797	157.263	10
5410	Santa Cruz/Graciosa Bay/Luova Airport	Santa Cruz/Graciosa Bay/Luova	226	SCZ	AGGL	-10.7203	165.795	18
5409	Ngorangora Airport	Kirakira	226	IRA	AGGK	-10.4497	161.898	0
5408	Babanakira Airport	Mbambanakira	226	MBU	AGGI	-9.7475	159.839	0
5407	Fera/Maringe Airport	Fera Island	226	FRE	AGGF	-8.1075	159.577	0
5406	Ballalae Airport	Ballalae	226	BAS	AGGE	-6.967	155.883	5
5405	Auki Airport	Auki	226	AKS	AGGA	-8.70257	160.682	5
5404	Uru Harbour Airport	Atoifi	226	ATD	AGAT	-8.87333	161.011	0
6097	Komsomolsk-on-Amur Airport	Komsomolsk-on-Amur	191	KXK	UHKK	50.4094	136.934	92
6096	Moyo Airport	Moyo	81	OYG		3.633	31.75	0
6095	Tiksi Airport	Tiksi	191	IKS	UEST	71.6977	128.903	26
6094	Cherskiy Airport	Cherskiy	191	CYX	UESS	68.7406	161.338	20
6093	Chokurdakh Airport	Chokurdah	191	CKH	UESO	70.6231	147.902	151
6091	Chulman	Neryungri	191	CNN	UELL	56.9139	124.914	2812
6088	Kostanay West Airport	Kostanay	188	KSN	UAUU	53.20694	63.55028	595
6085	Zhezkazgan Airport	Zhezkazgan	188	DZN	UAKD	47.70833	67.73333	1250
6083	Kokshetau Airport	Kokshetau	188	KOV	UACK	53.3291	69.5946	900
6082	Union Island International Airport	Union Island	187	UNI	TVSU	12.583	-61.417	16
6081	J F Mitchell Airport	Bequia	187	BQU	TVSB	12.98844	-61.26203	15
6080	Virgin Gorda Airport	Spanish Town	186	VIJ	TUPW	18.4464	-64.4275	9
6079	Vance Winkworth Amory International Airport	Charlestown	180	NEV	TKPN	17.20568	-62.58987	14
6076	Baillif Airport	Basse Terre	177	BBR	TFFB	16.0133	-61.7422	59
6075	La Désirade Airport	Grande Anse	177	DSD	TFFA	16.2969	-61.0844	10
6072	Juan Pablo Pérez Alfonso Airport	El Vigía	171	VIG	SVVG	8.6241	-71.67282	250
6070	El Jaguel / Punta del Este Airport	Maldonado	170	MDO	SUPE	-34.917	-54.917	66
6069	Santa Rosa Airport	Santa Rosa	161	SRA	SSZR	-27.9067	-54.5204	984
6067	Alferez Fap David Figueroa Fernandini Airport	Huánuco	169	HUU	SPNC	-9.87881	-76.2048	6070
6065	Caballococha Airport	Caballococha	169	LHC	SPBC	-3.91686	-70.50822	328
6060	Capitán Av. German Quiroga G. Airport	San Borja	166	SRJ	SLSB	-14.8592	-66.7375	633
6058	Capitán Av. Selin Zeitun Lopez Airport	Riberalta	166	RIB	SLRI	-11	-66	462
6056	Capitán de Av. Emilio Beltrán Airport	Guayaramerín	166	GYA	SLGY	-10.8206	-65.3456	557
6054	Obando Airport	Puerto Inírida	165	PDA	SKPD	3.85	-67.91	460
6053	Reyes Murillo Airport	Nuquí	165	NQU	SKNQ	5.7	-77.28	12
6052	La Pedrera Airport	La Pedrera	165	LPD	SKLP	-1.33	-69.58	590
6051	Caucaya Airport	Puerto Leguízamo	165	LQM	SKLG	-0.18	-74.77	573
6050	La Jagua Airport	Garzón	165	GLJ	SKGZ	2.17	-75.67	2620
6049	Santa Ana Airport	Cartago	165	CRC	SKGO	4.75818	-75.95575	2979
6048	Stanley Airport	Stanley	24	PSY	SFAL	-51.68567	-57.77764	75
6046	Camilo Ponce Enriquez Airport	La Toma (Catamayo)	163	LOH	SETM	-3.99589	-79.3719	4056
6045	San Cristóbal Airport	San Cristóbal	163	SCY	SEST	-0.91021	-89.61745	62
6044	Sorocaba Airport	Sorocaba	161	SOD	SDCO	-23.478	-47.49	2077
6042	Ricardo García Posada Airport	El Salvador	162	ESR	SCES	-26.3111	-69.7652	5240
6039	Vitória da Conquista Airport	Vitória Da Conquista	161	VDC	SBQV	-14.86276	-40.86311	2998
6038	Marília Airport	Marília	161	MII	SBML	-22.19689	-49.9264	2122
6037	Macaé Airport	Macaé	161	MEA	SBME	-22.343	-41.766	8
6033	Necochea Airport	Necochea	139	NEC	SAZO	-38.48306	-58.81722	72
6030	Lago Argentino Airport	El Calafate	139	ING	SAWA	-50.3361	-72.2486	732
6026	Roxas Airport	Roxas City	159	RXS	RPVR	11.59767	122.75167	10
6023	Calbayog Airport	Calbayog City	159	CYP	RPVC	12.07271	124.54509	12
6022	Virac Airport	Virac	159	VRC	RPUV	13.57644	124.20567	121
6021	Tuguegarao Airport	Tuguegarao	159	TUG	RPUT	17.63831	121.73061	70
6020	San Fernando Airport	San Fernando	159	SFE	RPUS	16.59559	120.30322	13
6019	Basco Airport	Basco	159	BSO	RPUO	20.45132	121.97988	291
6018	Naga Airport	Naga	159	WNP	RPUN	13.58489	123.27024	142
6017	Tandag Airport	Tandag	159	TDG	RPMW	9.07211	126.171	16
6016	Surigao Airport	Sangley Point	159	SUG	RPMS	9.75757	125.47933	20
6507	Fremont Airport	Fremont	17			41.3331	-83.1612	663
6014	Sanga Sanga Airport	Sanga Sanga	159	SGS	RPMN	5.04699	119.743	15
6011	General Santos International Airport	General Santos City	159	GES	RPMB	6.10644	125.2353	28
6009	Subic Bay International Airport	Olongapo City	159	SFS	RPLB	14.7944	120.271	64
6006	Yangyang International Airport	Sokcho / Gangneung	158	YNY	RKNY	38.06131	128.66916	241
6098	Ugolny Airport	Anadyr	191	DYR	UHMA	64.73495	177.74148	194
6099	Okhotsk Airport	Okhotsk	191	OHO	UHOO	59.4101	143.057	0
6100	Ujae Atoll Airport	Ujae Atoll	152	UJE	UJAP	8.92806	165.762	0
6101	Mariupol International Airport	Mariupol International	192	MPW	UKCM	47.0761	37.4496	251
6102	Luhansk International Airport	Lugansk	192	VSG	UKCW	48.4174	39.3741	636
6103	Zaporizhzhia International Airport	Zaporozhye	192	OZH	UKDE	47.867	35.3157	373
6104	Lozuvatka International Airport	Krivoy Rog	192	KWG	UKDR	48.0433	33.21	408
6105	Osnova International Airport	Kharkov	192	HRK	UKHH	49.92479	36.28999	508
6106	Ivano Frankivsk International Airport	Ivano-Frankivsk	192	IFO	UKLI	48.88417	24.68611	919
6107	Chernivtsi International Airport	Chernovtsk	192	CWC	UKLN	48.25932	25.98083	826
6108	Rivne International Airport	Rivne	192	RWN	UKLR	50.6071	26.1416	755
6109	Uzhhorod International Airport	Uzhgorod	192	UDJ	UKLU	48.63428	22.26336	383
6110	Solovki Airport	Solovetsky Islands	191	CSH	ULAS	65.03	35.7333	0
6111	Cherepovets Airport	Cherepovets	191	CEE	ULBC	59.2736	38.0158	377
6112	Amderma Airport	Amderma	191	AMV	ULDD	69.7633	61.5564	13
6113	Kotlas Airport	Kotlas	191	KSZ	ULKK	61.2358	46.6975	184
6114	Petrozavodsk Airport	Petrozavodsk	191	PES	ULPB	61.8852	34.1547	151
6115	Hrodno Airport	Hrodna	193	GNA	UMMG	53.602	24.0538	443
6116	Mogilev Airport	Mogilev	193	MVQ	UMOO	53.9549	30.0951	637
6117	Yeniseysk Airport	Yeniseysk	191	EIE	UNII	58.4742	92.1125	253
6118	Kyzyl Airport	Kyzyl	191	KYZ	UNKY	51.6694	94.4006	2123
6119	Spichenkovo Airport	Novokuznetsk	191	NOZ	UNWW	53.8114	86.8772	1024
6120	Khatanga Airport	Khatanga	191	HTG	UOHH	71.97806	102.49051	95
6121	Igarka Airport	Igarka	191	IAA	UOII	67.4372	86.6219	82
6122	Grozny Airport	Grozny	191	GRV	URMG	43.2981	45.7841	548
6123	Nalchik Airport	Nalchik	191	NAL	URMN	43.5129	43.6366	1461
6124	Beslan Airport	Beslan	191	OGZ	URMO	43.2051	44.6066	1673
6125	Elista Airport	Elista	191	ESL	URWI	46.3739	44.3309	501
6126	Aleknagik Airport	Aleknagik	17	WKK	5A8	59.2826	-158.618	66
6127	Brookings Regional Airport	Brookings	17	BKX	BKX	44.3048	-96.8169	1648
6128	Mercer County Airport	Bluefield	17	BLF	BLF	37.2958	-81.2077	2857
6129	Kearney Municipal Airport	Kearney	17	EAR	EAR	40.727	-99.0068	2131
6130	Mid Delta Regional Airport	Greenville	17	GLH	GLH	33.4829	-90.9856	131
6131	Laughlin-Bullhead Intl	Bullhead	17	IFP	IFP	35.1574	-114.56	695
6132	Kingman Airport	Kingman	17	IGM	IGM	35.2595	-113.938	3449
6133	Tri Cities Airport	Pasco	17	PSC	PSC	46.2647	-119.119	410
6134	Akutan Seaplane Base	Akutan	17	KQA	KQA	54.1325	-165.785	0
6135	Grant County Airport	Silver City	17	SVC	SVC	32.6365	-108.156	5446
6136	Lopez Island Airport	Lopez	17	LPS	S31	48.4839	-122.938	209
6137	Salekhard Airport	Salekhard	191	SLY	USDD	66.59075	66.61104	218
6138	Khanty Mansiysk Airport	Khanty-Mansiysk	191	HMA	USHH	61.02848	69.08607	76
6139	Nyagan Airport	Nyagan	191	NYA	USHN	62.11	65.615	361
