id	name	description	country_id	iata_code	icao_code	latitude	longitude	elevation
7988	JALOU	Jalu	76			29.14222	21.38056	0
7989	JALOU	Jalu	76			29.14222	21.38056	0
7990	Caldwell Essex County Airport	Caldwell	17	CDW	KCDW	40.87522	-74.28136	172
7991	Lee C Fine Memorial Airport	Kaiser Lake Ozark	17	AIZ	KAIZ	38.09604	-92.54949	869
7992	Yuryevets	Yuryevets	191			57.3106	43.1003	269
7993	Big Bear City	Big Bear	17	L35		34.26378	-116.85603	6725
7994	KIEV  INTERNATIONAL AIRPORT	KIEV	192	KIP	KIEV	50.1403	30.1808	250
7995	Los Angeles Union Station	Los Angeles	17			34.05611	-118.23417	300
7996	Bamberg BF	Bamberg	16	BAM	BAMB	49.911	10.9	800
7997	Ingolstadt BF	Ingolstadt	16	IGS	INGS	48.7777	11.422	888
7998	Thomasville Regional Airport	Thomasville	17	TVI	KTVI	30.90179	-83.88113	264
7999	Henderson Executive Airport	Henderson	17	HSH	KHND	35.97278	-115.13444	1881
8000	Gostomel Antonov	Kiev	192	GML	UKKM	50.60361	30.19194	517
8001	Zuoying Station	Kaohsiung	156			22.68739	120.30748	31
8002	Taipei Station	Taipei	156			25.04778	121.51722	30
8003	Donghae	Donghae	158			37.489	129.124	0
8004	Sakaiminato Port	Sakaiminato	157			35.539	133.264	0
8005	Henry Tift Myers Airport	Tifton	17	TMA	KTMA	31.42898	-83.48854	355
8006	Landshut Ellermuehle	Landshut	16		EDML	48.51333	12.035	1200
8007	Itzehoe-Hungriger Wolf Airport	Itzehoe	16		EDHF	53.9944	9.57861	89
8008	Savannah Cruise Terminal	Savannah	17			32.08558	-81.09756	0
8009	CHARLESTON CRUISE TERMINAL	CHARLESTON	17			32.78108	-79.92364	0
8010	NEW YORK CRUISE TERMINAL PIER 92	NEW YORK	17			40.76768	-73.99911	0
8011	Navy Dockyard Hamilton Bermuda	HAMILTON	225			32.32704	-64.83063	0
8012	Tokyo Station	Tokyo	157			35.6725	139.75322	16
8013	Shin-Osaka Station	Osaka	157			34.73893	135.50009	61
8014	Hiroshima Station	Hiroshima	157			34.39739	132.47598	28
8015	Frankfurt-Main Hauptbahnhof	Frankfurt	16	ZRB		50.10703	8.66276	372
8016	Amsterdam Amstel Station	Amsterdam	25			52.34664	4.91781	21
8017	Florenc Central Bus Station	Prague	92			50.09096	14.43949	617
8018	Wien Sudbahnhof	Vienna	95			48.18665	16.3815	651
8019	Praha hlavni nadrazi	Prague	92	XYG		50.08269	14.43503	691
8020	Wien Westbahnhof	Vienna	95			48.19658	16.33749	675
8021	Venezia Santa Lucia	Venice	90			45.44177	12.32	8
8022	Firenze Santa Maria Novella	Florence	90			43.77667	11.24802	159
8023	Roma Termini	Rome	90			41.90048	12.502	189
8024	St Pancras Railway Station	London	20	QQS		51.53252	-0.1263	80
8025	Chitabe Airstrip	Chitabe	34			-19.4687	23.38271	3000
8026	Fish River Canyon Lodge Airstrip	Fish River Canyon	229			-27.65929	17.83762	3077
8027	Sossusvlei Desert Lodge Airstrip	Sossusvlei	229			-24.80281	15.89171	2950
8028	Ulusaba Airstrip	Ulusaba	229	ULX		-24.78277	31.35393	1470
8029	RADOM	RADOM	31	QXR	EPRA	51.23198	21.12418	479
8030	Deer Valley Municipal Airport	Phoenix	17	DVT	KDVT	33.4117	112.457	1478
8031	Calgary Springbank Airport	Calgary	4	YBW	CYBW	51.1031	-114.374	3939
8032	Golden Airport	Golden	4	YGE	CYGE	51.2992	-116.982	2575
8033	Revelstoke Airport	Revelstoke	4	YRV	CYRV	50.9667	-118.183	1459
8034	Republic Airport	Farmingdale	17		KFRG	40.7288	-73.4134	82
8035	Allstedt	Allstedt	16		EDBT	51.3806	11.4467	932
8036	BWKAM	Amberg	16			49.43	11.8	500
8037	Glindbruchkippe	Peine	16		KIPP	52.3237	10.182	230
8038	General Freire	Curico	162		SCIC	-34.9667	-71.2164	722
8039	Peine-Eddesse Airport	Peine	16		EDVP	52.4025	10.2289	249
8040	Seattle King Street Station	Seattle	17			47.5985	-122.3299	7
8041	Tula	Tula	191	TYA		54.14221	37.35562	590
8042	Hondo Municipal Airport	Hondo	17	HDO	KHDO	29.3591	-99.1775	930
8043	Zhongwei Xiangshan Airport	Zhongwei	215	ZHY	ZLZW	37.5728	105.1544	4305
8044	Milwaukee Airport Station	Milwaukee	17			42.94056	-87.92472	730
8045	Springfield IL Amtrak	Springfield	17			39.8023	-89.6515	593
8046	St. Louis Amtrak - old	St. Louis	17			38.6241	-90.2056	450
8047	Camarillo Amtrak	Camarillo	17			34.2164	-119.0335	140
8048	Seattle Pier 52	Seattle	17			47.6005	-122.3388	7
8049	Bremerton Terminal	Bremerton	17			47.5619	-122.625	7
8050	McKinley National Park Airport	McKinley Park	17	MCL	PAIN	63.73276	-148.91129	1720
8051	Lake Hood Seaplane Base	Anchorage	17	LHD	PALH	61.18664	-149.96539	71
8052	Prospect Creek Airport	Prospect Creek	17	PPC	PAPR	66.81417	-150.64361	1095
8053	Khwai River Lodge	Khwai River	34	KHW	FBKR	-19.14917	23.7875	3000
8054	Spremberg-Welzow Airport	Welzow	16		EDCY	51.5756	14.1369	374
8055	Taichung Airport	Taichung	156	TXG	RCLG	24.1863	120.654	369
8056	Columbia County	Hudson NY	17	HCC		42.2913	-73.7103	198
8057	Sasovo	Sasovo	191			54.3539	41.9739	365
8058	Hong Kong Macau Ferry Terminal	Hong Kong	200			22.28937	114.15215	0
8059	Hong Kong Macau Ferry Terminal	Hong Kong	200			22.28937	114.15215	0
8060	Macau Taipa Ferry Terminal	Macau	202			22.1633	113.57404	0
8061	Macau Taipa Ferry Terminal	Macau	202			22.1633	113.57404	0
8062	Wheeling Ohio County Airport	Wheeling	17	HLG		40.175	-80.6463	1195
8063	Fitzgerald Municipal Airport	Fitzgerald	17	FZG	KFZG	31.6839	-83.2709	365
8064	Perry-Foley Airport	Perry	17	40J		30.06928	-83.58058	44
8065	Cairo-Grady County Airport	Cairo	17	70J		30.88798	-84.15474	265
8066	Pacific Station	Vancouver	4			49.2739	-123.0986	0
8067	Tamar Mepe Airport	Mestia	224			43.06848	42.75424	100
8068	Samsun	Samsun	100	SSX		41.1641	36.1814	521
8069	Ye	Ye	208	XYE	VYYE	15.25	97.85	25
8070	Isla San Felix	Isla San Felix	162		SCFX	-26.29386	-80.09621	165
8071	Kingston Train Station	Kingston	4	XEG	KGST	44.25694	-76.53694	282
8072	Dorval Railway Station	Dorval	4	XAX		45.44861	-73.74111	0
8073	Brockville Megabus Stop	Brockville	4		BRKM	44.6003	-75.7039	0
8074	Brockville VIA Station	Brockville	4		BRKV	44.5919	-75.69334	0
8075	Shaybah airport	Shaybah	137		OESB	22.5147	53.9597	262
8076	Dubai Al Maktoum	Dubai	144	DWC	OMDW	24.55056	55.10317	170
8077	Aransas County Airport	Rockport	17	RKP	KRKP	28.08622	-97.04369	24
8078	Bandanaira Airport	Bandanaira-Naira Island	206	NDA		-4.53333	129.9	37
8079	Megeve Airport	Verdun	87	MVV	LFHM	45.8208	6.65222	4823
8080	Meribel Airport	Ajaccio	87	MFX	LFKX	45.4069	6.58056	5636
8081	Oldbury	Oldbury	20			52.55	-2.0166	499
8082	Tianyang	Baise	215	AEB		23.72	106.96	485
8083	Okaukuejo Airport	Okaukuejo	229	OKF	FYOO	-19.1492	15.9119	3911
8084	Mokuti Lodge Airport	Mokuti Lodge	229	OKU	FYMO	-18.8128	17.0594	3665
8085	Rotenburg Wuemme Airport	Rotenburg Wuemme	16		EDXQ	53.1283	9.34861	98
8086	Wipperfuerth-Neye Airport	Wipperfuerth	16		EDKN	51.1242	7.37361	863
8087	Osnabrueck-Atterheide Airport	Osnabrueck	16		EDWO	52.2864	7.96972	285
8088	Ballenstedt Airport	Ballenstedt	16		EDCB	51.7458	11.2297	535
8089	Hartenholm Airport	Hasenmoor	16		EDHM	53.915	10.0356	108
8090	Ganderkesee Atlas Airfield Airport	Ganderkesee	16		EDWQ	53.0361	8.50556	95
8091	Nienburg-Holzbalge Airport	Nienburg Weser	16		EDXI	52.7097	9.1625	82
8092	Damme Airport	Damme	16		EDWC	52.4875	8.18556	151
8093	Borkenberge Airport	Duelmen	16		EDLB	51.78	7.288	157
8094	Obermehler-Schlotheim Airport	Obermehler	16		EDCO	51.2678	10.6347	909
8095	Hodenhagen Airport	Hodenhagen	16		EDVH	52.7611	9.60556	79
8096	Grube Airport	Grube	16		EDHB	54.2444	11.0247	7
8097	Toender Airport	Toender	27		EKTD	54.9297	8.84057	0
8098	Celle-Arloh Airport	Celle	16		EDVC	52.6872	10.1114	207
8099	Uelzen Airport	Uelzen	16		EDVU	52.9839	10.465	246
8100	Hamm-Lippewiesen Airport	Hamm	16		EDLH	51.6897	7.81611	190
8101	Luesse Airport	Luesse	16		EDOJ	52.1411	12.6647	217
8102	Porta Westfalica Airport	Bad Oeynhausen	16		EDVY	52.2208	8.85917	148
8103	Brilon Hochsauerlandkreis Airport	Brilon	16		EDKO	51.4025	8.64167	1509
8104	Hameln Pyrmont Airport	Bad Pyrmont	16		EDVW	51.9667	9.29167	1178
8105	Nordholz Spieka Airport	Cuxhaven	16		EDXN	53.7672	8.64361	72
8106	Koethen Airport	Koethen	16		EDCK	51.7211	11.9528	305
8107	St. Michaelisdonn Airport	Sankt Michaelisdonn	16		EDXM	53.9781	9.14472	125
8108	Salzgitter Druette Airport	Salzgitter	16		EDVS	52.1544	10.4267	328
8109	Karlshoefen Airport	Karlshoefen	16		EDWK	53.3328	9.02833	20
8110	Oldenburg Hatten Airport	Oldenburg	16		EDWH	53.0689	8.31361	26
8111	Rinteln Airport	Rinteln	16		EDVR	52.1753	9.05333	180
8112	Muenster-Telgte Airport	Muenster	16		EDLT	51.9444	7.77389	177
8113	St. Peter-Ording Airport	Sankt Peter-Ording	16	PSH	EDXO	54.3089	8.68694	7
8114	Luechow-Rehbeck Airport	Luechow	16		EDHC	53.0161	11.1444	49
8115	Klietz-Scharlibbe Airport	Scharlibbe	16		EDCL	52.7094	12.0733	95
8116	Burg Airport	Burg	16		EDBG	52.2417	11.8561	174
8117	Crisp County Cordele Airport	Cordele	17	CKF	KCKF	31.98883	-83.77392	310
8118	Ormond Beach municipal Airport	Ormond Beach	17	OMN	KOMN	29.1804	-81.06497	28
8119	Bad Neuenahr-Ahrweiler Airport	Bad Neuenahr	16		EDRA	50.5578	7.13639	673
8120	Bad Duerkheim Airport	Bad Duerkheim	16		EDRF	49.4731	8.19639	351
8121	Portland Troutdale	Troutdale	17	TTD	KTTD	45.54937	-122.40125	39
8122	Portland Hillsboro	Hillsboro	17	HIO	KHIO	45.54039	-122.94982	204
8123	One Police Plaza Heliport	New York	17		NK39	40.7126	-73.9996	244
8124	Leverkusen Airport	Leverkusen	16		EDKL	51.0153	7.00556	157
8125	Suwannee County Airport	Live Oak	17	24J		30.30012	-83.02469	104
8126	Wershofen Eifel	Wershofen	16		EDRV	50.45167	6.78444	1560
8127	FOB Salerno	Khost	135	KHT	OAKS	33.3334	69.952	3756
8128	TCO	Tengiz	188			46.30306	53.4275	0
8129	TCO	Tengiz	188			46.30306	53.4275	0
8130	NAYPYITAW	NAYPYITAW	208	NYT	VYNT	19.374	96.121	294
8132	Maramba Aerodrome	Livingstone	44			-17.8846	25.8468	0
8133	Bend Municipal Airport	Bend	17		KBDN	44.09456	-121.20022	3460
8134	Christmas Valley Airport	Christmas Valley	17		K62S	43.23653	-120.6661	4317
8135	Burns Municipal Airport	Burns	17		KBNO	43.59192	-118.95554	4159
8136	Prineville Airport	Prineville	17		KS39	44.28699	-120.90383	3250
8137	Red Bluff Municipal Airport	Red Bluff	17		KRBL	40.15069	-122.25231	352
8138	Gnoss Field Airport	Novato	17		KDVO	38.14361	-122.5561	2
8139	Lake County Airport	Lakeview	17		KLKV	42.16111	-120.39908	4733
8140	Tillamook Airport	Tillamook	17		KTMK	45.41824	-123.81438	36
8141	Ontario Municipal Airport	Ontario	17		KONO	44.01936	-117.01303	2193
8142	Columbia Gorge Regional - The Dalles Municipal Airport	The Dalles	17		KDLS	45.61856	-121.16733	247
8143	Montgomery County Airpark	Gaithersburg	17	GAI	KGAI	39.1006	-77.09576	0
8144	Cincinnati Union Terminal	Cincinnati	17			39.10996	-84.53707	497
8145	FOB Sharana	Sharan	135			33.12777	68.83698	7400
8146	Sharona	Sharona	135	AZ3	OASA	33.12772	68.83698	7400
8147	Pembroke Airport	Pembroke	4	YTA	CYTA	45.8644	-77.2517	529
8148	Tsumeb Airport	Tsumeb	229	TSB	FYTM	-19.1542	17.4357	4353
8149	Suffield Heliport	Suffield	4	YSD	CYSD	50.26667	-111.183	2525
8150	Field 21	Wainwright	4			52.8306	-111.101	2260
8151	Field 21	Wainwright	4			52.8306	-111.101	2260
8152	Aeroporto Blumenau	BLUMENAU	161	BNU	SSBL	-26.83424	-49.0917	70
8153	Aeroclub Mures	Targu Mures	98		LRMS	46.3201	24.3157	1000
8154	Aeroclub Sibiu	Sibiu	98			45.4649	24.053	1451
8155	Aeroclub Sibiu	Sibiu	98	SIB		45.4649	24.053	1451
8156	Bolshoe Gryzlovo	Stupino	191		UUDG	54.78667	37.64917	797
8157	Aerodrom Cioca	Timisoara	98			46.436	24.4445	280
8158	Aeroclub Cioca	Timisoara	98	CIO	LRT2	45.47101	21.11197	280
8159	Crocodile Camp Air Strip	Tsavo East	75			-3.0764	39.2428	0
8160	Crocodile Camp Air Strip	Tsavo East	75			-3.0764	39.2428	0
8161	Cleveland Clinic	Cleveland	17		CCLN	41.50225	-81.62233	0
8162	Charlevoix Municipal Airport	Charelvoix	17	CVX	KCVX	45.30478	-85.27533	669
8163	Quincy Municipal Airport	Quincy	17	2J9		30.59787	-84.55742	225
8164	Pferdsfeld	Pferdsfeld	16		ETSP	49.85778	7.60417	492
8165	Mykines Heliport	Mykines	28		EKMS	62.1021	-7.6459	112
8166	V-A Waterfront	Cape Town	33			-33.90116	18.4259	0
8167	Steenberg Helipad	Cape Town	33			-34.07058	18.42407	50
8168	Steenberg Helipad	Cape Town	33			-34.07058	18.42407	50
8170	Roche Harbor Seaplane Base	Roche Harbor	17	RCE		48.60806	-123.15972	0
8171	Blakely Island Airport	Blakely Island	17	BYW		48.56025	-122.80243	0
8172	Rosario Seaplane Base	Rosario	17	RSJ		48.64556	-122.86806	0
8173	Westsound Seaplane Base	Westsound	17	WSX		48.61778	-122.95278	0
8174	Friday Harbor Seaplane Base	Friday Harbor	17	FBS		48.53722	-123.00972	0
8175	Big Bay Water Aerodrome	Big Bay	4	YRR		50.4	-125.13333	0
8176	Furnace Creek	Death Valley National Park	17	L06		36.273	-116.515	0
8177	Cornwall Regional Airport	Cornwall	4	YCC	CYCC	45.09278	-74.56778	175
8178	Seppe	Bosschenhoofd	25		EHSE	51.3317	4.339	30
8179	St.Stephan	St.Stephan	99		LSTS	46.49744	7.41257	3304
8180	Zona da Mata Regional Airport	Juiz de Fora	161	IZA	SDZY	-21.51306	-43.17306	1348
8181	Aeroclub Ghimbav	Brasov	98		LRBG	45.4153	25.3137	1743
8182	Flagler County Airport	Flagler	17	XFL	KXFL	29.2821	-81.1212	33
8183	Aeroclub Deva	Deva	98	DVA		45.5153	22.5813	615
8184	Aeroclub Cluj	Dezmir	98	DZM		46.4643	23.4258	1019
8185	Antarctica	Antarctica	134			-66	90	8000
8186	Antarctica	Antarctica	134			-66	90	8000
8187	Morrisville Stowe State Airport	Morrisville	17	MVL	KMVL	44.535	-72.614	732
8188	Dallas Executive Airport	Dallas	17	RBD	KRBD	32.68083	-96.86833	201
8189	Como Water AD	Como	90		LILY	45.4853	9.0411	663
8190	Superficie Cielo Blu	Vellezzo Bellini	90			45.28386	9.11198	350
8191	Welke Airport	Beaver Island	17	6Y8		45.72111	-85.52028	664
8192	Krainiy	Baikonur	188		UAOL	45.6183	63.2144	328
8193	MOW	Moscow	191	MOW		55.7557	37.6176	0
8194	Westerly State Airport	Washington County	17	WST	KWST	41.34972	-71.80333	81
8195	Block Island State Airport	Block Island	17	BID	KBID	41.16806	-71.57778	108
8196	Atmautluak Airport	Atmautluak	17			60.86667	-162.27306	18
8197	Atmautluak Airport	Atmautluak	17			60.86667	-162.27306	18
8198	Atmautluak Airport	Atmautluak	17	369		60.86667	-162.27306	18
8199	Nightmute Airport	Nightmute	17	NME	PAGT	60.47111	-164.70083	4
8200	Toksook Bay Airport	Toksook Bay	17	OOK	PAOO	60.54139	-165.08722	59
8201	Tununak Airport	Tununak	17	TNK		60.57556	-165.27167	14
8202	Goodnews Airport	Goodnews Bay	17	GNU		59.1175	-161.5775	15
8203	Newtok Airport	Newtok	17	WWT		60.93917	-164.64111	25
8204	Achutupo Airport	Achutupo	114	ACU		9.2	-77.98	0
8205	Tubuala Airport	Tubuala	114	TUW		9.52	-79.03	0
8206	Garachine Airport	Garachine	114	GHE		8.06	-78.36	0
8207	Mulatupo Airport	Mulatupo	114	MPP		8.95	-77.75	0
8208	Ittoqqortoormiit Heliport	Ittoqqortoormiit	2	OBY	BGSC	70.48528	-21.96667	238
8209	Vinnitsa	Vinnitsa	192	VIN	UKWW	49.2433	28.6063	900
8210	Gent Sint-Pieters	Gent	15			51.0352	3.7097	130
8211	Brugge	Bruges	15			51.1972	3.2172	120
8212	Brugge	Bruges	15			51.1972	3.2172	130
8213	Shin-yokohama-eki	Yokohama	157			35.5075	139.6175	50
8214	Angers St Laud	Angers	87	QXG		47.46471	-0.5564	300
8215	Decatur County Industrial Air Park	Bainbridge	17	BGE	KBGE	30.9716	-84.63693	141
8216	La Romaine Airport	La Romaine	4		CTT5	50.25722	-60.66917	90
8217	Kegaska Airport	Kegaska	4	ZKG	CTK6	50.19583	-61.26583	32
8218	Black Tickle Airport	Black Tickle	4	YBI	CCE4	53.47	-55.7875	57
8219	Silver Springs Airport	Silver Springs	17	SPZ	KSPZ	39.40303	-119.25119	4269
8220	Whiteman Airport	Los Angeles	17	WHP	KWHP	34.25933	-118.41343	1003
8221	Madera Municipal Airport	Madera	17	MAE	KMAE	36.98861	-120.11244	255
8222	Mountain Home Municipal Airport	Mountain Home	17	U76		43.13161	-115.73057	3167
8223	Trail Airport	Trail	4	YZZ	CAD4	49.05556	-117.60917	1427
8224	Victoria Airport Water Aerodrome	Patricia Bay	4		CAP5	48.65	-123.45	0
8225	Arctic Bay Airport	Arctic Bay	4	YAB	CJX7	73.00639	-85.04722	72
8226	Hope Bay Aerodrome	Hope Bay	4		CHB3	68.16389	-106.61444	125
8227	Hector Silva Airstrip	Belmopan	121	BCV		17.26944	-88.77611	50
8228	Grand-Santi Airport	Grand-Santi	168		SOGS	4.28333	-54.38111	186
8229	Maripasoula Airport	Maripasoula	168	MPY	SOOA	3.6575	-54.03722	377
8230	Saint-Laurent-du-Maroni Airport	Saint-Laurent-du-Maroni	168	LDX	SOOM	5.48306	-54.03444	17
8231	Cayana Airstrip	Cayana	167	AAJ		3.89861	-55.57778	50
8232	Laduani Airstrip	Laduani	167	LDO		4.3754	-55.4075	50
8233	Kanas Airport	Burqin	215	KJI	ZWKN	48.22111	86.99806	3900
8234	Capurgana Airport	Capurgana	165	CPB	SKCA	8.61667	-77.33333	100
8235	Sohag International	Sohag	74	HMB	HEMK	26.34119	31.74298	859
8236	Rivera International Airport	Rivera	170	RVY	SURV	-30.97444	-55.47611	712
8237	Patos de Minas Airport	Patos de Minas	161	POJ	SNPD	-18.67278	-46.49111	851
8238	Bauru-Arealva	Bauru	161	JTC	SJTC	-22.15778	-49.06833	594
8239	Ourilandia do Norte Airport	Ourilandia do Norte	161	OIA	SDOW	-6.76306	-51.05	229
8240	Redencao Airport	Redencao	161	RDC	SNDC	-8.03333	-49.98	669
8241	Sao Felix do Xingu Airport	Sao Felix do Xingu	161	SXX	SNFX	-6.64139	-51.95222	656
8242	Bonito Airport	Bointo	161	BYO	SJDB	-21.24722	-56.4525	1180
8243	Sao Felix do Araguaia Airport	Sao Felix do Araguaia	161	SXO	SWFX	-11.6325	-50.68944	650
8244	Carlos Alberto da Costa Neves Airport	Cacador	161	CFC	SBCD	-26.78833	-50.93972	3376
8245	Carauari Airport	Carauari	161	CAF	SWCA	-4.87139	-66.8975	354
8246	Porto Urucu	Porto Urucu	161		SWUY	-4.88417	-65.35556	210
8247	Amaury Feitosa Tomaz Airport	Eirunepe	161	ERN	SWEI	-6.63944	-69.87972	412
8248	Concordia Airport	Concordia	161	CCI	SSCK	-27.18056	-52.05278	2461
8249	Paulo Abdala Airport	Francisco Beltrao	161	FBE	SSFB	-26.05917	-53.06333	2100
8250	Confresa Airport	Confresa	161	CFO	SJHG	-10.63361	-51.56722	250
8251	Jackson County Airport	Jefferson	17	19A		34.17586	-83.5616	951
8252	Apalachicola Regional Airport	Apalachicola	17	AAF	KAAF	29.72761	-85.02744	20
8253	Orlando de Carvalho Airport	Umuarama	161	UMU	SSUM	-23.79861	-53.31361	1558
8254	Diamantina Airport	Diamantina	161	DTI	SNDT	-18.23194	-43.65028	4446
8255	Fonte Boa Airport	Fonte Boa	161	FBA	SWOB	-2.5325	-66.08333	207
8256	Senadora Eunice Micheles Airport	Sao Paulo de Olivenca	161	OLC	SDCG	-3.46556	-68.91889	335
8257	Humaita Airport	Humaita	161	HUW	SWHT	-7.53222	-63.07222	230
8258	Tapuruquara Airport	Santa Isabel do Rio Negro	161	IRZ	SWTP	-0.41694	-65.03389	223
8259	Oriximina Airport	Oriximina	161	ORX	SNOX	-1.71417	-55.83611	262
8260	Una-Comandatuba Airport	Una	161	UNA	SBTC	-15.35528	-38.99889	20
8261	Algeciras Heliport	Algeciras	61			36.12889	-5.44111	98
8262	Algeciras Heliport	Algeciras	61			36.12889	-5.44111	98
8263	Kai Tak International Airport	Hong Kong	200			22.3177	114.202	30
8264	Kai Tak International Airport	Hong Kong	200			22.3177	114.202	30
8265	Telfer Airport	Telfer	126	TEF	YTEF	-21.71306	122.21222	970
8266	Gazipasa Airport	Alanya	100	GZP	LTFG	36.2993	32.3014	92
8267	FOB Shank	Shank	135		OASH	33.92137	69.07813	6614
8268	St. Augustine Airport	St. Augustine	17	SGJ		29.95925	-81.33972	10
8269	Londolozi	Londolozi	33	LDZ		-24.8333	31.5	3510
8270	Singita Sabi Sands	Sabi Sands	33			-24.84	31.41	3500
8271	Singita Sabi Sands	Sabi Sands	33			-24.84	31.41	3500
8272	Singita Sabi Sands	Sabi Sands	33	INY		-24.815	31.42	1200
8273	Douglas Municipal Airport	Douglas	17	DQH	KDQH	31.47674	-82.86057	257
8274	St Lucie County International Airport	Fort Pierce	17	FRP	KFPR	27.49747	-80.37264	23
8275	Alexandria	Alexandria	17	ALX	ALX_	38.80635	-77.0621	1
8276	Taunton Municipal Airport - King Field	Taunton	17	TAN	KTAN	41.8744	-71.01665	43
8277	Plymouth Municipal Airport	Plymouth	17	PYM	KPYM	41.90903	-70.72878	148
8278	Quonset State Airport	North Kingstown	17	OQU	KOQU	41.59714	-71.41214	18
8279	Mansfield Municipal	Mansfield	17	1B9		42.00013	-71.19677	122
8280	Norwood Memorial Airport	Norwood	17	OWD	KOWD	42.19053	-71.17294	49
8281	Barnes Municipal	Westfield	17	BAF	KBAF	42.15795	-72.71588	270
8282	Windham Airport	Willimantic	17	IJD	KIJD	41.74403	-72.18022	246
8283	Orange County Airport	Montgomery	17	MGJ	KMGJ	41.50999	-74.26464	364
8284	Capital City Airport	Harrisburg	17	CXY	KCXY	40.21714	-76.85136	347
8285	Marshfield Municipal Airport	Marshfield	17	GHG	KGHG	42.09825	-70.67214	9
8286	Danbury Municipal Airport	Danbury	17	DXR	KDXR	41.37154	-73.48219	458
8287	Boire Field Airport	Nashua	17	ASH	KASH	42.78175	-71.51478	199
8288	Lawrence Municipal Airport	Lawrence	17	LWM	KLWM	42.71719	-71.12342	148
8289	Waterbury-Oxford Airport	Oxford	17	OXC	KOXC	41.47856	-73.13525	726
8290	Fitchburg Municipal Airport	Fitchburg	17	FIT	KFIT	42.55411	-71.75897	348
8291	Stockmar Airport	Villa Rica	17		20GA	33.75656	-84.88506	1110
8292	Cartersville Airport	Cartersville	17	VPC	KVPC	34.12315	-84.84871	759
8293	Centre-Piedmont-Cherokee County Regional Airport	Centre	17	PYP	KPYP	34.08992	-85.61008	595
8294	Richard B Russell Airport	Rome	17	RMG	KRMG	34.35078	-85.15867	664
8295	Northeast Alabama Regional Airport	Gadsden	17	GAD	KGAD	33.97265	-86.08908	569
8296	Knoxville Downtown Island Airport	Knoxville	17	DKX	KDKX	35.96383	-83.87367	833
8297	Barrow County Airport	Winder	17	WDR	KWDR	33.98286	-83.66742	943
8298	Plantation Airpark	Sylvania	17	JYL	KJYL	32.64528	-81.59711	188
8299	Dalton Municipal Airport	Dalton	17	DNN	KDNN	34.72294	-84.87025	709
8300	West Georgia Regional Airport - O V Gray Field	Carrollton	17	CTJ	KCTJ	33.6317	-85.15226	1165
8301	Isbell Field Airport	Fort Payne	17	4A9		34.47369	-85.72139	877
8302	LaGrange-Callaway Airport	LaGrange	17	LGC	KLGC	33.00886	-85.07261	694
8303	Baldwin County Airport	Milledgeville	17	MLJ	KMLJ	33.15422	-83.24141	385
8304	Polk County Airport - Cornelius Moore Field	Cedartown	17	4A4		34.01869	-85.14647	974
8305	Harris County Airport	Pine Mountain	17	PIM	KPIM	32.84069	-84.88244	902
8306	Atlanta Regional Airport - Falcon Field	Atlanta	17	FFC	KFFC	33.35725	-84.57183	808
8307	Covington Municipal Airport	Covington	17	9A1		33.63231	-83.84745	809
8308	Lee Gilmer Memorial Airport	Gainesville	17	GVL	KGVL	34.27263	-83.83022	1276
8309	Cherokee County Airport	Canton	17		KCNI	34.31222	-84.42216	1219
8310	DeFuniak Springs Airport	DeFuniak Springs	17	54J		30.73111	-86.15378	289
8311	Barwick Lafayette Airport	LaFayette	17	9A5		34.68848	-85.29033	777
8312	Harry Clever Field Airport	New Philadelpha	17	PHD	KPHD	40.47017	-81.41994	894
8313	Darlington County Jetport	Darlington	17	UDG	KUDG	34.44938	-79.89006	192
8314	Hilton Head Airport	Hilton Head Island	17	HXD	KHXD	32.22436	-80.69747	19
8315	Gilmer County Airport	Ellijay	17	49A		34.62822	-84.52658	1486
8316	Elizabethton Municipal Airport	Elizabethton	17	0A9		36.37122	-82.17342	1593
8317	Moton Field Municipal Airport	Tuskegee	17	06A		32.46057	-85.68003	264
8318	Daniel Field Airport	Augusta	17	DNL	KDNL	33.4665	-82.03938	423
8319	Foothills Regional Airport	Morganton	17	MRN	KMRN	35.82023	-81.61151	1270
8320	Pike County Airport - Hatcher Field	Pikeville	17	PBX	KPBX	37.56176	-82.56639	1473
8321	Mallards Landing Airport	Locust Grove	17		GA04	33.36567	-84.1652	837
8322	Toccoa RG Letourneau Field Airport	Toccoa	17	TOC	KTOC	34.59281	-83.29637	996
8323	Shaftesbury-Compton Abbas Aerodrome	Shaftesbury	20		EGHA	50.9672	-2.1536	811
8324	SCC4	MFO	74			30.52482	34.58402	2037
8325	SCC4	MFO	74			30.52482	34.58402	2037
8326	SCC4	MFO	74			30.52482	34.58402	2037
8327	SCC4	MFO	74			30.52482	34.58402	2037
8328	Poltava	Poltava	192	PLV	UKHP	49.34261	34.23551	333
8329	Ferry Port	Calais	87			50.96754	1.84931	6
8330	Ferry Port	Dover	20			51.12688	1.33975	6
8331	Aweil Airport	Aweil	78		HSAW	8.77	27.3975	1394
8332	Wau Airport	Wau	78	WUU	HSWW	7.725	27.98	1420
8333	Humera Airport	Humera	70	HUE	HAHU	14.3	36.61667	1500
8334	Moyale Airport	Moyale	75	OYL	HKMY	3.465	39.105	2790
8335	Zagora Airport	Zagora	65		GMAZ	30.33056	-5.83806	1500
8336	Yengema Airport	Yengema	62	WYE	GFYE	8.61531	-11.04719	1300
